Stereotype,x_value,y_value,quadrant
abstract,0.0,0.0,Q3
category,0.0516117348786671,0.1030927835051546,Q1
collective,0.0117710974284679,0.0463917525773195,Q2
datatype,0.0018109380659181,0.0309278350515463,Q3
enumeration,0.0041651575516117,0.0154639175257731,Q3
event,0.0231800072437522,0.0618556701030927,Q1
historicalRole,0.0,0.0,Q3
historicalRoleMixin,0.0,0.0,Q3
kind,0.122057225642883,0.1237113402061855,Q1
mixin,0.0121332850416515,0.0412371134020618,Q1
mode,0.0503440782325244,0.0618556701030927,Q1
phase,0.0244476638898949,0.0412371134020618,Q1
phaseMixin,0.0,0.0,Q3
quality,0.0016298442593263,0.0103092783505154,Q3
quantity,0.0059760956175298,0.0257731958762886,Q3
relator,0.1638898949655921,0.1030927835051546,Q1
role,0.2600507062658457,0.1134020618556701,Q1
roleMixin,0.0563201738500543,0.0721649484536082,Q1
situation,0.0019920318725099,0.0206185567010309,Q3
subkind,0.1839913074972836,0.0979381443298969,Q1
type,0.0246287576964867,0.0309278350515463,Q4
