Stereotype,x_value,y_value,quadrant
abstract,0.0,0,Q3
category,9.827586206896552,20,Q1
collective,2.2413793103448274,9,Q2
datatype,0.3448275862068966,6,Q3
enumeration,0.7931034482758621,3,Q3
event,4.413793103448276,12,Q1
historicalRole,0.0,0,Q3
historicalRoleMixin,0.0,0,Q3
kind,23.24137931034483,24,Q1
mixin,2.310344827586207,8,Q1
mode,9.586206896551724,12,Q1
phase,4.655172413793103,8,Q1
phaseMixin,0.0,0,Q3
quality,0.3103448275862069,2,Q3
quantity,1.137931034482759,5,Q3
relator,31.20689655172414,20,Q1
role,49.51724137931034,22,Q1
roleMixin,10.724137931034482,14,Q1
situation,0.3793103448275862,4,Q3
subkind,35.03448275862069,19,Q1
type,4.689655172413793,6,Q4
