Construct Pair,Jaccard Similarity,Mutual Information
kind - situation,0.12,0.246680341786408
kind - subkind,0.72,1.378837040586316
kind - type,0.25,0.555232006205066
mixin - mode,0.4285714285714285,0.7410552695816941
mixin - phase,0.3333333333333333,0.5051871264888045
mixin - phaseMixin,0.0,0.0
mixin - quality,0.25,0.1851085110857428
mixin - quantity,0.4444444444444444,0.4849008466945055
mixin - relator,0.2727272727272727,0.7231477238885664
mixin - role,0.3636363636363636,0.8875393029064593
mixin - roleMixin,0.2941176470588235,0.5448211304332936
mixin - situation,0.2,0.2032143446161685
mixin - subkind,0.2857142857142857,0.7330297825058616
mixin - type,0.4,0.604985569489924
mode - phase,0.3333333333333333,0.6324103641280738
mode - phaseMixin,0.0,0.0
mode - quality,0.0,0.0386244777609772
mode - quantity,0.3076923076923077,0.5582339823109653
mode - relator,0.4545454545454545,1.123542939746378
mode - role,0.36,1.123094631422778
mode - roleMixin,0.625,1.180433543378978
mode - situation,0.1428571428571428,0.2366627894220836
mode - subkind,0.4761904761904761,1.0856217445319527
mode - type,0.3846153846153846,0.7015762223792498
phase - phaseMixin,0.0,0.0
phase - quality,0.0,0.023219072395219
phase - quantity,0.3,0.4138400755899187
phase - relator,0.2727272727272727,0.7231477238885665
phase - role,0.3043478260869565,0.8724350415488774
phase - roleMixin,0.375,0.7502781131296025
phase - situation,0.0909090909090909,0.1339692943697215
phase - subkind,0.4210526315789473,0.8577790885148958
phase - type,0.1666666666666666,0.2889163240993522
phaseMixin - quality,0.0,0.0
phaseMixin - quantity,0.0,0.0
phaseMixin - relator,0.0,0.0
phaseMixin - role,0.0,0.0
phaseMixin - roleMixin,0.0,0.0
phaseMixin - situation,0.0,0.0
phaseMixin - subkind,0.0,0.0
phaseMixin - type,0.0,0.0
quality - quantity,0.1666666666666666,0.1554158181210558
quality - relator,0.0476190476190476,0.1426965677166787
quality - role,0.0909090909090909,0.1851085110857424
quality - roleMixin,0.0666666666666666,0.106223820023686
quality - situation,0.2,0.1061753666557464
quality - subkind,0.0,0.0784022445168651
quality - type,0.0,0.0166409625280105
quantity - relator,0.1904761904761904,0.4196680238077811
quantity - role,0.2272727272727272,0.5279262604487223
quantity - roleMixin,0.1176470588235294,0.3169006745193108
quantity - situation,0.2857142857142857,0.2116116127998348
quantity - subkind,0.2,0.4519147622975019
quantity - type,0.2222222222222222,0.2686300443050533
relator - role,0.68,1.4562353467480476
relator - roleMixin,0.4782608695652174,1.1827505539529342
relator - situation,0.1428571428571428,0.3226918399376284
relator - subkind,0.4444444444444444,1.3592420310740958
relator - type,0.238095238095238,0.7244630648113838
role - roleMixin,0.44,1.203732371475666
role - situation,0.1304347826086956,0.3319564825089534
role - subkind,0.64,1.5236336100919885
role - type,0.2727272727272727,0.8327213014523247
roleMixin - situation,0.125,0.2936888868017128
roleMixin - subkind,0.5,1.1759724354797665
roleMixin - type,0.25,0.6296138184035907
situation - subkind,0.0952380952380952,0.2105942629060946
situation - type,0.1111111111111111,0.1716538604349001
subkind - type,0.3157894736842105,0.7190717543487273
