Stereotype,x_value,y_value,quadrant
abstract,0,0.0,Q3
category,285,9.827586206896552,Q1
collective,65,2.2413793103448274,Q3
datatype,10,0.3448275862068966,Q3
enumeration,23,0.7931034482758621,Q3
event,128,4.413793103448276,Q1
historicalRole,0,0.0,Q3
historicalRoleMixin,0,0.0,Q3
kind,674,23.24137931034483,Q1
mixin,67,2.310344827586207,Q1
mode,278,9.586206896551724,Q1
phase,135,4.655172413793103,Q1
phaseMixin,0,0.0,Q3
quality,9,0.3103448275862069,Q3
quantity,33,1.137931034482759,Q3
relator,905,31.20689655172414,Q1
role,1436,49.51724137931034,Q1
roleMixin,311,10.724137931034482,Q1
situation,11,0.3793103448275862,Q3
subkind,1016,35.03448275862069,Q1
type,136,4.689655172413793,Q1
