Stereotype,x_value,y_value,quadrant
abstract,0.0,0.0,Q3
category,9.827586206896552,0.6896551724137931,Q1
collective,2.2413793103448274,0.3103448275862069,Q2
datatype,0.3448275862068966,0.2068965517241379,Q3
enumeration,0.7931034482758621,0.1034482758620689,Q3
event,4.413793103448276,0.4137931034482758,Q1
historicalRole,0.0,0.0,Q3
historicalRoleMixin,0.0,0.0,Q3
kind,23.24137931034483,0.8275862068965517,Q1
mixin,2.310344827586207,0.2758620689655172,Q1
mode,9.586206896551724,0.4137931034482758,Q1
phase,4.655172413793103,0.2758620689655172,Q1
phaseMixin,0.0,0.0,Q3
quality,0.3103448275862069,0.0689655172413793,Q3
quantity,1.137931034482759,0.1724137931034483,Q3
relator,31.20689655172414,0.6896551724137931,Q1
role,49.51724137931034,0.7586206896551724,Q1
roleMixin,10.724137931034482,0.4827586206896552,Q1
situation,0.3793103448275862,0.1379310344827586,Q3
subkind,35.03448275862069,0.6551724137931034,Q1
type,4.689655172413793,0.2068965517241379,Q4
