Stereotype,x_value,y_value,quadrant
abstract,0.0,0.0,Q3
category,9.827586206896552,0.1030927835051546,Q1
collective,2.2413793103448274,0.0463917525773195,Q2
datatype,0.3448275862068966,0.0309278350515463,Q3
enumeration,0.7931034482758621,0.0154639175257731,Q3
event,4.413793103448276,0.0618556701030927,Q1
historicalRole,0.0,0.0,Q3
historicalRoleMixin,0.0,0.0,Q3
kind,23.24137931034483,0.1237113402061855,Q1
mixin,2.310344827586207,0.0412371134020618,Q1
mode,9.586206896551724,0.0618556701030927,Q1
phase,4.655172413793103,0.0412371134020618,Q1
phaseMixin,0.0,0.0,Q3
quality,0.3103448275862069,0.0103092783505154,Q3
quantity,1.137931034482759,0.0257731958762886,Q3
relator,31.20689655172414,0.1030927835051546,Q1
role,49.51724137931034,0.1134020618556701,Q1
roleMixin,10.724137931034482,0.0721649484536082,Q1
situation,0.3793103448275862,0.0206185567010309,Q3
subkind,35.03448275862069,0.0979381443298969,Q1
type,4.689655172413793,0.0309278350515463,Q4
