Stereotype,x_value,y_value,quadrant
abstract,0,0.0,Q3
category,285,0.6896551724137931,Q1
collective,65,0.3103448275862069,Q2
datatype,10,0.2068965517241379,Q3
enumeration,23,0.1034482758620689,Q3
event,128,0.4137931034482758,Q1
historicalRole,0,0.0,Q3
historicalRoleMixin,0,0.0,Q3
kind,674,0.8275862068965517,Q1
mixin,67,0.2758620689655172,Q1
mode,278,0.4137931034482758,Q1
phase,135,0.2758620689655172,Q1
phaseMixin,0,0.0,Q3
quality,9,0.0689655172413793,Q3
quantity,33,0.1724137931034483,Q3
relator,905,0.6896551724137931,Q1
role,1436,0.7586206896551724,Q1
roleMixin,311,0.4827586206896552,Q1
situation,11,0.1379310344827586,Q3
subkind,1016,0.6551724137931034,Q1
type,136,0.2068965517241379,Q4
