Stereotype,Shannon Entropy,Gini Coefficient,Simpson Index
bringsAbout,3.2077070500435227,0.8891610532761788,0.11531190926275993
characterization,5.0811701320431615,0.6304442036836403,0.036213017751479296
comparative,1.4885252891269685,0.9685807150595883,0.44378698224852076
componentOf,3.9693305936175065,0.8262910798122066,0.08568923953539336
creation,3.5791036294307186,0.8624689312344657,0.09515570934256057
derivation,3.9400994684134476,0.8201516793066089,0.09319526627218937
externalDependence,3.783744765905567,0.8490945674044266,0.08893927941546988
historicalDependence,3.360011511634593,0.8845070422535212,0.12000000000000001
instantiation,3.4876923448783037,0.8755483722004156,0.10239183015318462
manifestation,3.0353594088603257,0.906860517946388,0.16129032258064516
material,3.9794554769635826,0.8274178403755869,0.09756049382716049
mediation,5.155884581365558,0.612772525564345,0.03398010883843122
memberOf,3.4013834010943946,0.8818466353677621,0.11882716049382717
participation,4.073639611876846,0.8157858039325059,0.07107146358200178
participational,0.99999999711461,0.971830985915493,0.5
subCollectionOf,0.0,0.0,0.0
subQuantityOf,0.0,0.0,0.0
termination,0.9182958311690995,0.9765258215962441,0.5555555555555556
triggers,2.873140667971573,0.9122426868905742,0.14792899408284027
none,5.426745555026553,0.5377114759563297,0.029105345673393016
other,3.216902095021666,0.8979732050841636,0.1577764558133386
