Stereotype,DistanceFromOrigin,Rank
mediation,16.257013425341935,1
material,5.150025880249655,2
characterization,4.613810574047623,3
componentOf,4.5547127170712,4
derivation,1.811794479708443,5
participation,1.7448791409865143,6
memberOf,1.6789656111494122,7
externalDependence,0.6380611328207568,8
instantiation,0.5713794251170595,9
creation,0.4973258735907373,10
historicalDependence,0.36520630666704745,11
comparative,0.30604811875961013,12
manifestation,0.28213470411751074,13
bringsAbout,0.24922850320565162,14
subCollectionOf,0.22350076029609373,15
participational,0.14075014725381202,16
triggers,0.13391084265973785,17
subQuantityOf,0.11601111505831933,18
termination,0.0418062301292193,19
