Stereotype,DistanceFromOrigin,Rank
mediation,0.4439828952573226,1
characterization,0.18546823106678328,2
material,0.1736359115023876,3
componentOf,0.1497978550745341,4
derivation,0.09441079877274067,5
memberOf,0.07818324256453013,6
participation,0.07564594890882868,7
externalDependence,0.04924215645272662,8
creation,0.04008658455337829,9
instantiation,0.03875168447486174,10
historicalDependence,0.035065875943804836,11
manifestation,0.026355519121245646,12
bringsAbout,0.02614047129875048,13
triggers,0.021406972530575233,14
comparative,0.014875464428875376,15
subCollectionOf,0.013894479871548581,16
participational,0.009179296385809442,17
subQuantityOf,0.008953119355041174,18
termination,0.006428817551143887,19
