Stereotype,DistanceFromOrigin,Rank
mediation,1967.0671732263493,1
material,623.0212755058544,2
characterization,558.019055750027,3
componentOf,551.0188166993993,4
derivation,219.0074788696342,5
participation,211.00720566891698,6
memberOf,203.00693246819975,7
externalDependence,77.00262955690334,8
instantiation,69.00235635618613,9
creation,60.002049005379234,10
historicalDependence,44.00150260394477,11
comparative,37.001263553317195,12
manifestation,34.00116110304823,13
bringsAbout,30.001024502689617,14
subCollectionOf,27.000922052420655,15
participational,17.000580551524116,16
triggers,16.000546401434462,17
subQuantityOf,14.000478101255155,18
termination,5.0001707504482695,19
