stereotype,total_correlation,rank
category,3.9513138501267777,20
collective,3.8542064569225243,22
datatype,2.5473724366990003,31
event,6.055528762522984,8
kind,5.492921429416228,10
mixin,2.8719338645246237,28
mode,4.519710153966614,15
phase,3.0178749483507303,27
quality,4.836511228582632,13
relator,4.363694432802765,16
role,3.8677924045676093,21
roleMixin,4.211351850194829,18
situation,5.45395032618288,11
subkind,3.5199461225304534,25
type,6.922163472095761,4
none_c,2.2234278249494404,32
other_c,3.683108072428806,24
bringsAbout,6.057641062871554,7
characterization,5.731327557898434,9
componentOf,3.4092322313850403,26
creation,4.763947473455802,14
derivation,3.726639254160732,23
externalDependence,6.069619158963241,6
historicalDependence,6.514884544434028,5
instantiation,7.240441553368447,1
manifestation,7.065174488394538,3
material,4.027843336830395,19
mediation,5.126199756460825,12
memberOf,4.261368343373514,17
participation,7.088512433727578,2
none_r,2.5727487797009276,30
other_r,2.80881107273436,29
