Percentage,Top k Stereotypes (Occurrence-wise),Coverage (Occurrence-wise),Top k Stereotypes (Group-wise),Coverage (Group-wise)
10.0,4,0.4433937133724028,4,0.2634584013050571
20.0,8,0.6188066062866276,8,0.4738988580750408
30.0,13,0.7749067661161427,13,0.6451876019575856
40.0,17,0.8618806606286628,17,0.7446982055464927
50.0,22,0.919286094832179,22,0.8344208809135399
60.0,26,0.9531166755460841,26,0.8923327895595432
70.0,30,0.9748268513585508,30,0.9404567699836868
80.0,35,0.9912093766648907,35,0.9796084828711256
90.0,39,0.9982685135855088,39,0.9942903752039152
100.0,44,1.0,44,1.0
