Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
bringsAbout,0.010067114093959731,0.03125,0.032831528843183695,11,Q2
characterization,0.15436241610738255,0.3125,0.3485455572898738,3,Q1
comparative,0.0,0.0,0.0,17,Q3
componentOf,0.13758389261744966,0.3125,0.3414463025246721,4,Q1
creation,0.0,0.0,0.0,17,Q3
derivation,0.07046979865771812,0.1875,0.20030537317520797,5,Q1
externalDependence,0.026845637583892617,0.0625,0.06802160140194957,8,Q1
historicalDependence,0.016778523489932886,0.03125,0.03546944248930661,10,Q1
instantiation,0.006711409395973154,0.03125,0.03196256429137619,13,Q2
manifestation,0.010067114093959731,0.03125,0.032831528843183695,11,Q2
material,0.1644295302013423,0.375,0.4094655912310998,2,Q1
mediation,0.28859060402684567,0.46875,0.5504644395713311,1,Q1
memberOf,0.03355704697986577,0.1875,0.19047919939460298,6,Q1
participation,0.050335570469798654,0.0625,0.08024910999207446,7,Q1
participational,0.0,0.0,0.0,17,Q3
subCollectionOf,0.02348993288590604,0.0625,0.06676845772506933,9,Q1
subQuantityOf,0.0,0.0,0.0,17,Q3
termination,0.0,0.0,0.0,17,Q3
triggers,0.006711409395973154,0.03125,0.03196256429137619,13,Q2
