Stereotype,Frequency,Rank,Cumulative Frequency,Cumulative Percentage
kind,157,1,157,13.182199832073888
subkind,148,2,305,25.608732157850543
event,121,3,426,35.768261964735515
role,95,4,521,43.74475230898405
mediation,86,5,607,50.96557514693535
relator,85,6,692,58.102434928631396
category,72,7,764,64.14777497900923
mode,55,8,819,68.76574307304786
roleMixin,54,9,873,73.29974811083123
material,49,10,922,77.41393786733836
characterization,46,11,968,81.27623845507976
componentOf,41,12,1009,84.71872376154492
phase,24,13,1033,86.73383711167087
derivation,21,14,1054,88.49706129303107
collective,16,15,1070,89.84047019311502
situation,15,16,1085,91.09991603694374
participation,15,17,1100,92.35936188077247
quality,13,18,1113,93.45088161209067
memberOf,10,19,1123,94.29051217464315
quantity,10,20,1133,95.13014273719563
enumeration,10,21,1143,95.96977329974811
externalDependence,8,22,1151,96.6414777497901
subCollectionOf,7,23,1158,97.22921914357683
datatype,7,24,1165,97.81696053736356
mixin,6,25,1171,98.32073887489504
historicalDependence,5,26,1176,98.74055415617129
type,5,27,1181,99.16036943744753
bringsAbout,3,28,1184,99.41225860621327
manifestation,3,29,1187,99.664147774979
triggers,2,30,1189,99.8320738874895
instantiation,2,31,1191,100.0
abstract,0,32,1191,100.0
historicalRoleMixin,0,33,1191,100.0
historicalRole,0,34,1191,100.0
comparative,0,35,1191,100.0
phaseMixin,0,36,1191,100.0
creation,0,37,1191,100.0
participational,0,38,1191,100.0
subQuantityOf,0,39,1191,100.0
termination,0,40,1191,100.0
