Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
abstract,0.0003544842254519674,0.013888888888888888,0.013893411878800523,21,Q3
category,0.07444168734491315,0.6944444444444444,0.6984229744463671,4,Q1
collective,0.011697979439914925,0.25,0.25027353580228306,11,Q2
datatype,0.022686990428925913,0.2361111111111111,0.23719855885912466,12,Q3
enumeration,0.01347040056717476,0.05555555555555555,0.057165299304093226,18,Q3
event,0.0662885501595179,0.4444444444444444,0.4493606970795085,7,Q1
historicalRole,0.00815313718539525,0.05555555555555555,0.05615063133260653,19,Q3
historicalRoleMixin,0.0031903580290677065,0.041666666666666664,0.041788628781819916,20,Q3
kind,0.17227933356965616,0.8611111111111112,0.8781756740278208,1,Q1
mixin,0.004962779156327543,0.1527777777777778,0.1528583611048821,15,Q3
mode,0.04395604395604396,0.4722222222222222,0.4742635986039404,6,Q1
phase,0.053172633817795106,0.3611111111111111,0.3650048815495795,10,Q1
phaseMixin,0.007089684509039348,0.1111111111111111,0.11133706767641849,16,Q3
quality,0.04643743353420773,0.4444444444444444,0.4468638488743242,8,Q1
quantity,0.0021269053527118043,0.06944444444444445,0.06947700763977192,17,Q3
relator,0.07727756114852889,0.7777777777777778,0.7816073778195821,2,Q1
role,0.10811768876285005,0.6805555555555556,0.6890901964336392,5,Q1
roleMixin,0.06274370790499822,0.4166666666666667,0.42136431267108854,9,Q1
situation,0.019851116625310174,0.19444444444444445,0.19545513246415483,14,Q3
subkind,0.1783055654023396,0.7222222222222222,0.7439071265454129,3,Q1
type,0.02339595887982985,0.2222222222222222,0.22345041271228255,13,Q4
