Stereotype,Total Frequency,Total Frequency per Group,Group Frequency,Ubiquity Index,Global Relative Frequency (Occurrence-wise),Global Relative Frequency (Group-wise)
abstract,1,0.008130081300813009,1,0.008130081300813009,9.650646593321752e-05,0.0011185682326621924
category,586,4.764227642276423,88,0.7154471544715447,0.05655278903686547,0.09843400447427293
collective,134,1.089430894308943,36,0.2926829268292683,0.012931866435051148,0.040268456375838924
datatype,89,0.7235772357723578,27,0.21951219512195122,0.008589075468056359,0.030201342281879196
enumeration,74,0.6016260162601627,9,0.07317073170731707,0.007141478479058097,0.010067114093959731
event,507,4.121951219512195,55,0.44715447154471544,0.04892877822814128,0.06152125279642058
historicalRole,41,0.3333333333333333,6,0.04878048780487805,0.003956765103261918,0.006711409395973154
historicalRoleMixin,9,0.07317073170731707,3,0.024390243902439025,0.0008685581933989577,0.003355704697986577
kind,1593,12.951219512195122,104,0.8455284552845529,0.1537348002316155,0.116331096196868
mixin,84,0.6829268292682927,22,0.17886178861788618,0.008106543138390272,0.024608501118568233
mode,547,4.4471544715447155,60,0.4878048780487805,0.052789036865469985,0.06711409395973154
phase,342,2.7804878048780486,43,0.34959349593495936,0.033005211349160395,0.04809843400447427
phaseMixin,20,0.16260162601626016,8,0.06504065040650407,0.0019301293186643506,0.008948545861297539
quality,252,2.048780487804878,45,0.36585365853658536,0.024319629415170817,0.050335570469798654
quantity,44,0.35772357723577236,12,0.0975609756097561,0.004246284501061571,0.013422818791946308
relator,1253,10.1869918699187,93,0.7560975609756098,0.12092260181432156,0.1040268456375839
role,1865,15.16260162601626,86,0.6991869918699187,0.17998455896545068,0.09619686800894854
roleMixin,581,4.723577235772358,56,0.45528455284552843,0.05607025670719938,0.06263982102908278
situation,79,0.6422764227642277,21,0.17073170731707318,0.0076240108087241845,0.02348993288590604
subkind,2042,16.601626016260163,92,0.7479674796747967,0.1970662034356302,0.1029082774049217
type,219,1.7804878048780488,27,0.21951219512195122,0.02113491603937464,0.030201342281879196
