Stereotype,DistanceFromOrigin,Rank
mediation,48.12168730973869,1
material,19.015607833051362,2
componentOf,17.00713286744673,3
characterization,12.27532931815694,4
memberOf,10.958792125566003,5
derivation,9.80729908480833,6
subCollectionOf,4.053301233784072,7
externalDependence,2.018935333559234,8
subQuantityOf,2.002673599411256,9
comparative,1.1258501874010005,10
participation,1.009467666779617,11
bringsAbout,0.0,12
historicalDependence,0.0,12
manifestation,0.0,12
instantiation,0.0,12
creation,0.0,12
participational,0.0,12
termination,0.0,12
triggers,0.0,12
