year,category,period,predicted,slope,intercept
2015,none (occurrence),2015-2018,3.069637883008454,1.0640668523676875,-2141.0250696378816
2016,none (occurrence),2015-2018,4.133704735376341,1.0640668523676875,-2141.0250696378816
2017,none (occurrence),2015-2018,5.197771587744228,1.0640668523676875,-2141.0250696378816
2018,none (occurrence),2015-2018,6.26183844011166,1.0640668523676875,-2141.0250696378816
2015,none (model-wise),2015-2018,3.2278481012656357,0.6962025316455697,-1399.6202531645572
2016,none (model-wise),2015-2018,3.924050632911303,0.6962025316455697,-1399.6202531645572
2017,none (model-wise),2015-2018,4.620253164556743,0.6962025316455697,-1399.6202531645572
2018,none (model-wise),2015-2018,5.316455696202411,0.6962025316455697,-1399.6202531645572
2015,other (occurrence),2015-2018,6.1949860724234895,-2.495821727019498,5035.275766016712
2016,other (occurrence),2015-2018,3.699164345403915,-2.495821727019498,5035.275766016712
2017,other (occurrence),2015-2018,1.2033426183843403,-2.495821727019498,5035.275766016712
2018,other (occurrence),2015-2018,-1.2924791086352343,-2.495821727019498,5035.275766016712
2015,other (model-wise),2015-2018,3.037974683544462,-0.759493670886076,1533.4177215189875
2016,other (model-wise),2015-2018,2.278481012658176,-0.759493670886076,1533.4177215189875
2017,other (model-wise),2015-2018,1.5189873417721174,-0.759493670886076,1533.4177215189875
2018,other (model-wise),2015-2018,0.7594936708860587,-0.759493670886076,1533.4177215189875
