year,category,period,predicted,a (quad),b (linear),intercept
2015,none (occurrence),2015-2018,-0.7770903706550598,-9.0918412513347,36691.25057934794,-37017949.54977604
2016,none (occurrence),2015-2018,41.26140485703945,-9.0918412513347,36691.25057934794,-37017949.54977604
2017,none (occurrence),2015-2018,65.11621756851673,-9.0918412513347,36691.25057934794,-37017949.54977604
2018,none (occurrence),2015-2018,70.78734778612852,-9.0918412513347,36691.25057934794,-37017949.54977604
2015,none (model-wise),2015-2018,10.755431868135929,-4.654213043508207,18775.954188058717,-18936384.778928332
2016,none (model-wise),2015-2018,25.576841551810503,-4.654213043508207,18775.954188058717,-18936384.778928332
2017,none (model-wise),2015-2018,31.08982513844967,-4.654213043508207,18775.954188058717,-18936384.778928332
2018,none (model-wise),2015-2018,27.294382639229298,-4.654213043508207,18775.954188058717,-18936384.778928332
2015,other (occurrence),2015-2018,13.502817653119564,-4.280400330801058,17257.84864094926,-17395163.075568385
2016,other (occurrence),2015-2018,17.05772514268756,-4.280400330801058,17257.84864094926,-17395163.075568385
2017,other (occurrence),2015-2018,12.051831971853971,-4.280400330801058,17257.84864094926,-17395163.075568385
2018,other (occurrence),2015-2018,-1.5148618631064892,-4.280400330801058,17257.84864094926,-17395163.075568385
2015,other (model-wise),2015-2018,11.613407524302602,-0.9852499568733037,3971.494174815968,-4002212.6427007415
2016,other (model-wise),2015-2018,11.565006183926016,-0.9852499568733037,3971.494174815968,-4002212.6427007415
2017,other (model-wise),2015-2018,9.546104930341244,-0.9852499568733037,3971.494174815968,-4002212.6427007415
2018,other (model-wise),2015-2018,5.556703762616962,-0.9852499568733037,3971.494174815968,-4002212.6427007415
