Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
abstract,0.00016272510305923195,0.01694915254237288,0.01694993366841861,40,Q3
category,0.03585376437405077,0.6271186440677966,0.6281427275366815,6,Q1
collective,0.010848340203948795,0.3559322033898305,0.356097486504918,13,Q1
datatype,0.006888696029507486,0.20903954802259886,0.20915302237949937,19,Q1
enumeration,0.004285094380559774,0.062146892655367235,0.062294448392838694,31,Q3
event,0.03205684530266869,0.3502824858757062,0.35174630238571597,14,Q1
historicalRole,0.0027663267520069428,0.05084745762711865,0.05092265223690235,33,Q3
historicalRoleMixin,0.0009763506183553916,0.03389830508474576,0.033912362762692654,37,Q3
kind,0.10696463441093512,0.8700564971751412,0.8766069480053997,1,Q1
mixin,0.004935994792796702,0.15254237288135594,0.15262221191186148,22,Q3
mode,0.03232805380776741,0.4124293785310734,0.4136944468306595,10,Q1
phase,0.02440876545888479,0.3672316384180791,0.36804193251103007,12,Q1
phaseMixin,0.0010848340203948796,0.04519774011299435,0.045210757305906575,35,Q3
quality,0.01540464308960729,0.3050847457627119,0.30547341148750856,16,Q1
quantity,0.002549359947927967,0.07909604519774012,0.0791371189901872,29,Q3
relator,0.08179648513777392,0.7966101694915254,0.8007986183293594,2,Q1
role,0.121609893686266,0.7457627118644068,0.7556129886719386,4,Q1
roleMixin,0.03541983076589282,0.423728813559322,0.42520662254000136,9,Q1
situation,0.0055868952050336295,0.13559322033898305,0.13570827093411822,24,Q3
subkind,0.12871555651985248,0.7457627118644068,0.7567890834952428,3,Q1
type,0.01486222607940985,0.1977401129943503,0.19829785185688198,20,Q1
bringsAbout,0.002115426339770015,0.0847457627118644,0.08477216126898393,28,Q3
characterization,0.035691039270991536,0.5028248587570622,0.504089961086613,7,Q1
comparative,0.002115426339770015,0.04519774011299435,0.045247218035154066,34,Q3
componentOf,0.03748101540464309,0.3785310734463277,0.3803821763439925,11,Q1
creation,0.0058038620091126055,0.14124293785310735,0.1413621318019701,23,Q3
derivation,0.01583857669776524,0.3502824858757062,0.35064038618373,15,Q1
externalDependence,0.00667172922542851,0.15819209039548024,0.158332717511414,21,Q3
historicalDependence,0.0031460186591451508,0.12429378531073447,0.12433359361119842,26,Q3
instantiation,0.005261444998915166,0.12429378531073447,0.1244050958375402,25,Q3
manifestation,0.0038511607724018224,0.11299435028248588,0.11305996035315068,27,Q3
material,0.042525493599479276,0.4915254237288136,0.49336159130770313,8,Q1
mediation,0.13457366022998482,0.6949152542372882,0.7078257416902625,5,Q1
memberOf,0.01388587546105446,0.2824858757062147,0.28282695683195913,17,Q1
participation,0.014319809069212411,0.20903954802259886,0.2095294479763432,18,Q1
participational,0.0009763506183553916,0.02824858757062147,0.02826545524602483,38,Q3
subCollectionOf,0.002223909741809503,0.062146892655367235,0.062186670929206794,32,Q3
subQuantityOf,0.0007593838142764157,0.022598870056497175,0.02261162514300619,39,Q3
termination,0.002115426339770015,0.03389830508474576,0.033964247617421076,36,Q3
triggers,0.0011390757214146236,0.06779661016949153,0.06780617850884327,30,Q3
