Stereotype,Shannon Entropy,Gini Coefficient,Simpson Index
abstract,0.0,0.0,0.0
category,0.9852281331488615,0.38095238095238093,0.510204081632653
collective,0.0,0.6666666666666666,1.0
datatype,0.0,0.6666666666666666,1.0
enumeration,0.0,0.6666666666666666,1.0
event,0.0,0.6666666666666666,1.0
historicalRole,0.0,0.0,0.0
historicalRoleMixin,0.0,0.0,0.0
kind,1.4619011845812522,0.21333333333333335,0.3856
mixin,0.0,0.6666666666666666,1.0
mode,0.0,0.6666666666666666,1.0
phase,0.0,0.0,0.0
phaseMixin,0.0,0.0,0.0
quality,0.0,0.6666666666666666,1.0
quantity,0.0,0.6666666666666666,1.0
relator,0.0,0.6666666666666666,1.0
role,0.9709505915692787,0.4,0.52
roleMixin,0.0,0.0,0.0
situation,0.0,0.6666666666666666,1.0
subkind,0.4262286541127548,0.6086956521739131,0.8412098298676747
type,0.0,0.0,0.0
bringsAbout,0.0,0.0,0.0
characterization,0.8112781215737428,0.5,0.625
comparative,0.0,0.0,0.0
componentOf,0.0,0.6666666666666666,1.0
creation,0.0,0.0,0.0
derivation,0.0,0.6666666666666666,1.0
externalDependence,0.0,0.0,0.0
historicalDependence,0.0,0.0,0.0
instantiation,0.0,0.0,0.0
manifestation,0.0,0.0,0.0
material,0.6193821917933737,0.5641025641025641,0.7396449704142012
mediation,0.0,0.6666666666666666,1.0
memberOf,0.0,0.0,0.0
participation,0.0,0.0,0.0
participational,0.0,0.0,0.0
subCollectionOf,0.0,0.0,0.0
subQuantityOf,0.0,0.0,0.0
termination,0.0,0.0,0.0
triggers,0.0,0.0,0.0
