stereotype,total_correlation,rank
category,6.84067569369406,2
event,2.6512834965305943,17
kind,5.210745271505427,9
mode,5.302834642112744,7
phase,4.167643751731576,16
relator,6.089054510554027,3
role,5.183972807574182,11
roleMixin,5.185232824769383,10
subkind,4.412387278187216,15
type,5.003896117306627,13
characterization,4.717871180402843,14
componentOf,5.805038752487858,5
derivation,5.290206857784358,8
formal,5.730993966427546,6
material,5.874155481889555,4
mediation,7.032624166300849,1
memberOf,5.138248622738694,12
