Stereotype,Total Frequency,Total Frequency per Group,Group Frequency,Ubiquity Index,Global Relative Frequency (Occurrence-wise),Global Relative Frequency (Group-wise)
abstract,0,0.0,0,0.0,0.0,0.0
category,72,2.25,20,0.625,0.037894736842105266,0.06622516556291391
collective,16,0.5,7,0.21875,0.008421052631578947,0.023178807947019868
datatype,7,0.21875,4,0.125,0.0036842105263157894,0.013245033112582781
enumeration,10,0.3125,3,0.09375,0.005263157894736842,0.009933774834437087
event,121,3.78125,13,0.40625,0.06368421052631579,0.04304635761589404
historicalRole,0,0.0,0,0.0,0.0,0.0
historicalRoleMixin,0,0.0,0,0.0,0.0,0.0
kind,157,4.90625,22,0.6875,0.08263157894736842,0.0728476821192053
mixin,6,0.1875,5,0.15625,0.003157894736842105,0.016556291390728478
mode,55,1.71875,11,0.34375,0.02894736842105263,0.03642384105960265
phase,24,0.75,6,0.1875,0.01263157894736842,0.019867549668874173
phaseMixin,0,0.0,0,0.0,0.0,0.0
quality,13,0.40625,4,0.125,0.006842105263157895,0.013245033112582781
quantity,10,0.3125,3,0.09375,0.005263157894736842,0.009933774834437087
relator,85,2.65625,21,0.65625,0.04473684210526316,0.0695364238410596
role,95,2.96875,20,0.625,0.05,0.06622516556291391
roleMixin,54,1.6875,13,0.40625,0.028421052631578948,0.04304635761589404
situation,15,0.46875,5,0.15625,0.007894736842105263,0.016556291390728478
subkind,148,4.625,21,0.65625,0.07789473684210527,0.0695364238410596
type,5,0.15625,3,0.09375,0.002631578947368421,0.009933774834437087
none_c,53,1.65625,5,0.15625,0.027894736842105264,0.016556291390728478
other_c,55,1.71875,8,0.25,0.02894736842105263,0.026490066225165563
bringsAbout,3,0.09375,1,0.03125,0.0015789473684210526,0.0033112582781456954
characterization,46,1.4375,10,0.3125,0.024210526315789474,0.033112582781456956
comparative,0,0.0,0,0.0,0.0,0.0
componentOf,41,1.28125,10,0.3125,0.02157894736842105,0.033112582781456956
creation,0,0.0,0,0.0,0.0,0.0
derivation,21,0.65625,6,0.1875,0.011052631578947368,0.019867549668874173
externalDependence,8,0.25,2,0.0625,0.004210526315789474,0.006622516556291391
historicalDependence,5,0.15625,1,0.03125,0.002631578947368421,0.0033112582781456954
instantiation,2,0.0625,1,0.03125,0.0010526315789473684,0.0033112582781456954
manifestation,3,0.09375,1,0.03125,0.0015789473684210526,0.0033112582781456954
material,49,1.53125,12,0.375,0.025789473684210525,0.039735099337748346
mediation,86,2.6875,15,0.46875,0.045263157894736845,0.04966887417218543
memberOf,10,0.3125,6,0.1875,0.005263157894736842,0.019867549668874173
participation,15,0.46875,2,0.0625,0.007894736842105263,0.006622516556291391
participational,0,0.0,0,0.0,0.0,0.0
subCollectionOf,7,0.21875,2,0.0625,0.0036842105263157894,0.006622516556291391
subQuantityOf,0,0.0,0,0.0,0.0,0.0
termination,0,0.0,0,0.0,0.0,0.0
triggers,2,0.0625,1,0.03125,0.0010526315789473684,0.0033112582781456954
none_r,518,16.1875,27,0.84375,0.27263157894736845,0.08940397350993377
other_r,83,2.59375,11,0.34375,0.04368421052631579,0.03642384105960265
