Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
abstract,0.0002508780732563974,0.009615384615384616,0.009618656928564196,23,Q3
category,0.07074761665830406,0.6730769230769231,0.6767848769302759,4,Q1
collective,0.012293025589563472,0.2403846153846154,0.24069873658113605,11,Q2
datatype,0.017812343201204214,0.20192307692307693,0.2027071990936689,12,Q2
enumeration,0.012042147516307075,0.0673076923076923,0.0683764488738007,20,Q3
event,0.0772704465629704,0.4326923076923077,0.4395376605572446,6,Q1
historicalRole,0.00577019568489714,0.038461538461538464,0.03889196702495784,21,Q3
historicalRoleMixin,0.0022579026593075764,0.028846153846153848,0.028934386396377663,22,Q3
kind,0.16131460110386353,0.8076923076923077,0.8236438941888807,1,Q1
mixin,0.005017561465127948,0.15384615384615385,0.15392795384955515,17,Q3
mode,0.04490717511289513,0.4326923076923077,0.43501642211842406,7,Q1
phase,0.043652784746613146,0.3076923076923077,0.3107734252299445,10,Q1
phaseMixin,0.005017561465127948,0.07692307692307693,0.0770865467274929,18,Q3
quality,0.03612644254892122,0.34615384615384615,0.3480339136612136,9,Q1
quantity,0.004014049172102358,0.07692307692307693,0.07702773756296927,19,Q3
relator,0.07601605619668841,0.7403846153846154,0.744276708958384,2,Q1
role,0.10035122930255895,0.6634615384615384,0.6710078853786192,5,Q1
roleMixin,0.057952834922227796,0.41346153846153844,0.4175032632956361,8,Q1
situation,0.017812343201204214,0.18269230769230768,0.183558597892494,13,Q3
subkind,0.1633216256899147,0.7019230769230769,0.7206732680869717,3,Q1
type,0.017812343201204214,0.18269230769230768,0.183558597892494,13,Q3
none,0.04440541896638234,0.15384615384615385,0.16012645092811614,16,Q4
other,0.023833416959357753,0.16346153846153846,0.16518990986186663,15,Q4
