Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
bringsAbout,0.0,0.0,0.0,17,Q3
characterization,0.13223529411764706,0.5609756097560976,0.5763504209694014,2,Q1
comparative,0.008705882352941176,0.04878048780487805,0.04955127019588003,11,Q4
componentOf,0.0,0.0,0.0,17,Q3
creation,0.01764705882352941,0.15447154471544716,0.1554762901920981,7,Q1
derivation,0.05152941176470588,0.3170731707317073,0.32123305538919095,4,Q1
externalDependence,0.0,0.0,0.0,17,Q3
formal,0.09011764705882352,0.1951219512195122,0.21492735088659234,6,Q1
historicalDependence,0.0,0.0,0.0,17,Q3
instantiation,0.016941176470588234,0.14634146341463414,0.14731879504850803,8,Q1
manifestation,0.009411764705882352,0.10569105691056911,0.10610928717954923,9,Q1
material,0.14658823529411766,0.43902439024390244,0.46285043583826724,3,Q1
mediation,0.464,0.6341463414634146,0.7857719658981438,1,Q1
memberOf,0.0,0.0,0.0,17,Q3
participation,0.050352941176470586,0.24390243902439024,0.24904581595997052,5,Q1
participational,0.004,0.032520325203252036,0.03276540174216195,13,Q3
subCollectionOf,0.0,0.0,0.0,17,Q3
subQuantityOf,0.0,0.0,0.0,17,Q3
termination,0.004705882352941176,0.032520325203252036,0.03285904563503013,12,Q3
triggers,0.0037647058823529413,0.08130081300813008,0.08138793034697193,10,Q2
