Stereotype,x_value,y_value,quadrant
bringsAbout,0.2479338842975206,0.0195758564437194,Q3
characterization,4.6115702479338845,0.1109298531810766,Q1
comparative,0.3057851239669421,0.0097879282218597,Q3
componentOf,4.553719008264463,0.0734094616639478,Q1
creation,0.4958677685950413,0.0293637846655791,Q2
derivation,1.8099173553719008,0.0636215334420881,Q1
externalDependence,0.6363636363636364,0.0358890701468189,Q1
historicalDependence,0.3636363636363636,0.0261011419249592,Q3
instantiation,0.5702479338842975,0.0277324632952691,Q4
manifestation,0.2809917355371901,0.0195758564437194,Q3
material,5.148760330578512,0.0880913539967373,Q1
mediation,16.25619834710744,0.1256117455138662,Q1
memberOf,1.677685950413223,0.0505709624796084,Q1
participation,1.743801652892562,0.0473083197389885,Q1
participational,0.140495867768595,0.0065252854812398,Q3
subCollectionOf,0.2231404958677686,0.0097879282218597,Q3
subQuantityOf,0.1157024793388429,0.0065252854812398,Q3
termination,0.0413223140495867,0.0048939641109298,Q3
triggers,0.1322314049586777,0.0163132137030995,Q3
other,4.388429752066116,0.0570962479608482,Q1
none,18.40495867768595,0.1712887438825448,Q1
