Stereotype,x_value,y_value,quadrant
bringsAbout,12,0.0195758564437194,Q3
characterization,68,0.1109298531810766,Q1
comparative,6,0.0097879282218597,Q3
componentOf,45,0.0734094616639478,Q1
creation,18,0.0293637846655791,Q1
derivation,39,0.0636215334420881,Q1
externalDependence,22,0.0358890701468189,Q1
historicalDependence,16,0.0261011419249592,Q3
instantiation,17,0.0277324632952691,Q3
manifestation,12,0.0195758564437194,Q3
material,54,0.0880913539967373,Q1
mediation,77,0.1256117455138662,Q1
memberOf,31,0.0505709624796084,Q1
participation,29,0.0473083197389885,Q1
participational,4,0.0065252854812398,Q3
subCollectionOf,6,0.0097879282218597,Q3
subQuantityOf,4,0.0065252854812398,Q3
termination,3,0.0048939641109298,Q3
triggers,10,0.0163132137030995,Q3
other,35,0.0570962479608482,Q1
none,105,0.1712887438825448,Q1
