Stereotype,DistanceFromOrigin,Rank
none,0.8845123901454691,1
mediation,0.6486424194400107,2
characterization,0.5728270717132562,3
material,0.4548920863605269,4
componentOf,0.37907673863377245,5
derivation,0.32853317348260275,6
other,0.294837463381823,7
memberOf,0.2611417532810432,8
participation,0.24429389823065337,9
externalDependence,0.18532640555428873,10
creation,0.151630695453509,11
instantiation,0.14320676792831397,12
historicalDependence,0.1347828404031191,13
bringsAbout,0.10108713030233925,14
manifestation,0.10108713030233925,14
triggers,0.08423927525194938,15
comparative,0.050543565151169624,16
subCollectionOf,0.050543565151169624,16
participational,0.03369571010077975,17
subQuantityOf,0.03369571010077975,17
termination,0.025271782575584757,18
