Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
abstract,0.00010890873448050534,0.008928571428571428,0.00892923562616354,23,Q3
category,0.057285994336745805,0.6964285714285714,0.698780681078971,5,Q1
collective,0.01121759965149205,0.26785714285714285,0.2680919311011299,11,Q2
datatype,0.008059246351557395,0.20535714285714285,0.20551522467740455,13,Q3
enumeration,0.006861250272271836,0.07142857142857142,0.07175735203883489,19,Q3
event,0.03942496188194293,0.4375,0.43927278269816883,8,Q1
historicalRole,0.0025049008930516227,0.03571428571428571,0.035802021347483205,21,Q3
historicalRoleMixin,0.000980178610324548,0.026785714285714284,0.026803642288018546,22,Q3
kind,0.1326508385972555,0.8214285714285714,0.832070395423211,1,Q1
mixin,0.008930516227401437,0.17857142857142858,0.17879460065149813,14,Q3
mode,0.04574166848181224,0.45535714285714285,0.45764880398239915,6,Q1
phase,0.03158353299934655,0.32142857142857145,0.3229765410789661,10,Q1
phaseMixin,0.0021781746896101066,0.07142857142857142,0.07146177482616135,20,Q3
quality,0.017643214985841864,0.33035714285714285,0.33082793846918573,9,Q1
quantity,0.004247440644739708,0.08928571428571429,0.08938668540415173,18,Q3
relator,0.1265519494663472,0.7589285714285714,0.7694075463916019,2,Q1
role,0.1914615552167284,0.6785714285714286,0.705065040120043,4,Q1
roleMixin,0.05652363319538227,0.4375,0.44113622738288694,7,Q1
situation,0.00795033761707689,0.17857142857142858,0.17874832298588517,15,Q3
subkind,0.1736005227619255,0.7142857142857143,0.7350790591057991,3,Q1
type,0.022326290568503594,0.21428571428571427,0.2154456557869943,12,Q1
none,0.04018732302330647,0.16964285714285715,0.17433794742215883,16,Q4
other,0.011979960792855586,0.16964285714285715,0.17006533579830488,17,Q3
