Stereotype,Group-wise Frequency,Group-wise Rank,Cumulative Group-wise Frequency,Group-wise Cumulative Percentage
kind,39,1,39,9.898477157360407
mediation,36,2,75,19.035532994923855
role,36,3,111,28.17258883248731
relator,36,4,147,37.309644670050766
subkind,31,5,178,45.17766497461929
material,28,6,206,52.28426395939086
collective,24,7,230,58.37563451776649
derivation,21,8,251,63.70558375634518
componentOf,18,9,269,68.2741116751269
other_r,18,10,287,72.84263959390863
phase,17,11,304,77.15736040609137
memberOf,17,12,321,81.47208121827411
category,14,13,335,85.0253807106599
roleMixin,11,14,346,87.81725888324873
none_r,11,15,357,90.60913705583756
characterization,9,16,366,92.89340101522842
datatype,8,17,374,94.9238578680203
mode,7,18,381,96.7005076142132
subCollectionOf,4,19,385,97.71573604060913
mixin,3,20,388,98.47715736040608
quality,2,21,390,98.98477157360406
abstract,1,22,391,99.23857868020305
comparative,1,23,392,99.49238578680203
enumeration,1,24,393,99.74619289340102
type,1,25,394,100.0
historicalRole,0,26,394,100.0
historicalRoleMixin,0,27,394,100.0
event,0,28,394,100.0
creation,0,29,394,100.0
none_c,0,30,394,100.0
other_c,0,31,394,100.0
bringsAbout,0,32,394,100.0
quantity,0,33,394,100.0
phaseMixin,0,34,394,100.0
situation,0,35,394,100.0
instantiation,0,36,394,100.0
manifestation,0,37,394,100.0
externalDependence,0,38,394,100.0
historicalDependence,0,39,394,100.0
participation,0,40,394,100.0
subQuantityOf,0,41,394,100.0
participational,0,42,394,100.0
triggers,0,43,394,100.0
termination,0,44,394,100.0
