Stereotype,Shannon Entropy,Gini Coefficient,Simpson Index
abstract,0.0,0.9863013698630136,1.0
category,5.0920866146324055,0.6428114197926001,0.03851864791684863
collective,3.8848588659205374,0.8327106683271067,0.08356290174471992
datatype,3.6600865875432667,0.8638698630136986,0.099609375
enumeration,1.5779771943464602,0.9675558759913482,0.3905817174515235
event,4.578785050265936,0.7474973656480506,0.05339312130177515
historicalRole,1.2087030023114833,0.9743895175699822,0.5727788279773156
historicalRoleMixin,1.3921472193364495,0.9680365296803652,0.4074074074074074
kind,5.6302607031050105,0.4657534246575342,0.023898500576701266
mixin,3.37878347761653,0.87279843444227,0.10204081632653061
mode,4.582603654306759,0.7403888643393726,0.057752341311134235
phase,4.32604979297649,0.7882532008237085,0.06078858558674014
phaseMixin,2.7016094855174675,0.9260273972602739,0.19
quality,4.63024802808539,0.7329226808862738,0.05148416737984775
quantity,2.2516291601743474,0.9406392694063926,0.2222222222222222
relator,5.264768282324493,0.5927222255747994,0.035378136583283204
role,5.260848253727721,0.5902227668606941,0.03189784523675856
roleMixin,3.9378038706885565,0.8330624564662178,0.10459957228127295
situation,3.516216285363478,0.87279843444227,0.10650510204081631
subkind,5.11851654677858,0.6405325822557931,0.0359891693597694
type,3.5667722254772762,0.8746367787463678,0.10284664830119375
bringsAbout,3.2077070500435227,0.8921977367480644,0.11531190926275993
characterization,5.0939348550276815,0.6387784160652035,0.03608638121298545
comparative,1.4885252891269682,0.9694415173867229,0.44378698224852076
componentOf,3.969330593617506,0.8310502283105022,0.08568923953539338
creation,3.570135953337833,0.8697037273016884,0.1032990805840995
derivation,4.023287668403023,0.8175919250180245,0.08525700215450907
externalDependence,3.783744765905566,0.8532289628180039,0.08893927941546988
historicalDependence,3.3600115116345934,0.8876712328767123,0.12
instantiation,3.4876923448783037,0.8789580058387604,0.10239183015318462
manifestation,3.0353594088603257,0.9094122845779938,0.16129032258064516
material,3.9794554769635835,0.8321461187214612,0.09756049382716049
mediation,5.225784666663224,0.6038494884688747,0.032014100304438395
memberOf,3.401383401094394,0.8850837138508372,0.11882716049382716
participation,3.9170224063634262,0.8376032625745059,0.09469145154711263
participational,0.9864267244027575,0.9771689497716894,0.6296296296296298
subCollectionOf,0.0,0.0,0.0
subQuantityOf,0.0,0.0,0.0
termination,0.9182958311690995,0.9771689497716894,0.5555555555555556
triggers,2.873140667971573,0.9146469968387777,0.14792899408284027
