Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
abstract,0.0,0.0,0.0,19,Q3
category,0.05755395683453238,0.6923076923076923,0.6946959038138296,5,Q1
collective,0.012912746725696367,0.3076923076923077,0.30796313941934633,8,Q1
datatype,0.0018446781036709095,0.15384615384615385,0.15385721266993174,13,Q3
enumeration,0.004611695259177273,0.10256410256410256,0.10266773041196181,15,Q3
event,0.028408042796532005,0.41025641025641024,0.41123878592857166,7,Q1
historicalRole,0.0,0.0,0.0,19,Q3
historicalRoleMixin,0.0,0.0,0.0,19,Q3
kind,0.1306032097399004,0.7435897435897436,0.7549721221119526,1,Q1
mixin,0.012543811104962183,0.23076923076923078,0.2311098982450978,10,Q1
mode,0.05460247186865892,0.4358974358974359,0.43930400015948745,6,Q1
phase,0.02527209002029146,0.23076923076923078,0.23214890997766113,9,Q1
phaseMixin,0.0,0.0,0.0,19,Q3
quality,0.002398081534772182,0.10256410256410256,0.10259213385941031,16,Q3
quantity,0.006087437742114001,0.1282051282051282,0.1283495687423899,14,Q3
relator,0.17247740269323003,0.717948717948718,0.738375795949468,2,Q1
role,0.2665559859804464,0.6666666666666666,0.7179808758640109,4,Q1
roleMixin,0.0,0.0,0.0,19,Q3
situation,0.003135952776240546,0.15384615384615385,0.15387811167631754,12,Q3
subkind,0.1953514111787493,0.6923076923076923,0.7193414451273686,3,Q1
type,0.02564102564102564,0.20512820512820512,0.20672455764868075,11,Q1
