Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
abstract,9.78952520802741e-05,0.008264462809917356,0.008265042590143558,21,Q3
category,0.05697503671071953,0.7107438016528925,0.7130237768799818,5,Q1
collective,0.012922173274596183,0.2892561983471074,0.2895446957627783,11,Q2
datatype,0.00861478218306412,0.21487603305785125,0.21504865508703006,13,Q3
enumeration,0.006167400881057269,0.06611570247933884,0.06640273298565443,17,Q3
event,0.046402349486049925,0.4380165289256198,0.44046754437741936,8,Q1
historicalRole,0.0022515907978463046,0.03305785123966942,0.03313444114067807,19,Q3
historicalRoleMixin,0.000881057268722467,0.024793388429752067,0.02480903810588658,20,Q3
kind,0.15526186979931472,0.8347107438016529,0.8490278405514674,1,Q1
mixin,0.008223201174743025,0.18181818181818182,0.18200404467272072,14,Q3
mode,0.05315712187958884,0.4793388429752066,0.4822773123331962,6,Q1
phase,0.032501223690651004,0.33884297520661155,0.34039813658164775,10,Q1
phaseMixin,0.0019579050416054823,0.06611570247933884,0.06614468615458385,18,Q3
quality,0.0245717082721488,0.36363636363636365,0.36446560030555597,9,Q1
quantity,0.00430739109153206,0.09917355371900827,0.09926705080374065,16,Q3
relator,0.12207537934410181,0.7520661157024794,0.7619093388519539,2,Q1
role,0.18061674008810572,0.6942148760330579,0.7173260771125278,4,Q1
roleMixin,0.05638766519823789,0.4462809917355372,0.4498291813243814,7,Q1
situation,0.0077337249143416545,0.17355371900826447,0.17372594475969996,15,Q3
subkind,0.1980420949583945,0.7272727272727273,0.7537547951490727,3,Q1
type,0.020851688693098384,0.21487603305785125,0.21588539205799143,12,Q4
