Stereotype,Shannon Entropy,Gini Coefficient,Simpson Index
abstract,0.0,0.0,0.0
category,4.058449465432128,0.5976217874952052,0.073225444640282
collective,2.524397460248834,0.8598484848484849,0.203125
datatype,1.8423709874063285,0.9090909090909091,0.30612244897959184
enumeration,1.4854752928992492,0.9272727272727272,0.38
event,3.366417946061244,0.7571365832235397,0.11300147027935306
historicalRole,0.0,0.0,0.0
historicalRoleMixin,0.0,0.0,0.0
kind,4.199327372048811,0.5497835497835498,0.06639739229024944
mixin,2.251629160174348,0.8686868686868687,0.2222222222222222
mode,2.99004142541286,0.8121212121212121,0.17443786982248524
phase,2.3239348876278854,0.8787878787878788,0.22569444444444445
phaseMixin,0.0,0.0,0.0
quality,1.669180331095951,0.9230769230769231,0.3727810650887574
quantity,1.2954618399102367,0.9393939393939394,0.45999999999999996
relator,4.155493825029915,0.5715292459478506,0.0662520281233099
role,4.186308166729145,0.553939393939394,0.061200000000000004
roleMixin,3.3305208474965724,0.7644869750132908,0.12403816558941212
situation,2.17355725506171,0.8808080808080808,0.23555555555555557
subkind,3.5918693408739504,0.7179797979797979,0.11840000000000003
type,1.0553532134742043,0.946969696969697,0.642361111111111
bringsAbout,0.0,0.9696969696969697,1.0
characterization,2.9860666749329456,0.8115942028985508,0.14650283553875237
comparative,0.0,0.0,0.0
componentOf,2.9257839829532104,0.8203991130820399,0.16121356335514575
creation,0.0,0.0,0.0
derivation,2.4342500103719353,0.862914862914863,0.2018140589569161
externalDependence,0.8112781215737428,0.9545454545454546,0.625
historicalDependence,0.0,0.9696969696969697,1.0
instantiation,0.0,0.9696969696969697,1.0
manifestation,0.0,0.9696969696969697,1.0
material,3.394136827286501,0.7439096850861556,0.1134179161860823
mediation,3.6214029404243924,0.7033121916842847,0.09383450513791239
memberOf,2.446439336014845,0.8606060606060606,0.2
participation,0.8366407390557772,0.9535353535353536,0.6088888888888888
participational,0.0,0.0,0.0
subCollectionOf,0.863120565681241,0.9523809523809523,0.5918367346938775
subQuantityOf,0.0,0.0,0.0
termination,0.0,0.0,0.0
triggers,0.0,0.9696969696969697,1.0
