Stereotype,Total Frequency,Total Frequency per Group,Group Frequency,Ubiquity Index,Global Relative Frequency (Occurrence-wise),Global Relative Frequency (Group-wise)
abstract,0,0.0,0,0.0,0.0,0.0
category,79,2.393939393939394,21,0.6363636363636364,0.062302839116719244,0.08045977011494253
collective,16,0.48484848484848486,7,0.21212121212121213,0.012618296529968454,0.02681992337164751
datatype,7,0.21212121212121213,4,0.12121212121212122,0.005520504731861199,0.01532567049808429
enumeration,10,0.30303030303030304,3,0.09090909090909091,0.007886435331230283,0.011494252873563218
event,138,4.181818181818182,14,0.42424242424242425,0.10883280757097792,0.05363984674329502
historicalRole,0,0.0,0,0.0,0.0,0.0
historicalRoleMixin,0,0.0,0,0.0,0.0,0.0
kind,168,5.090909090909091,23,0.696969696969697,0.13249211356466878,0.08812260536398467
mixin,6,0.18181818181818182,5,0.15151515151515152,0.00473186119873817,0.019157088122605363
mode,65,1.9696969696969697,12,0.36363636363636365,0.051261829652996846,0.04597701149425287
phase,24,0.7272727272727273,6,0.18181818181818182,0.01892744479495268,0.022988505747126436
phaseMixin,0,0.0,0,0.0,0.0,0.0
quality,13,0.3939393939393939,4,0.12121212121212122,0.01025236593059937,0.01532567049808429
quantity,10,0.30303030303030304,3,0.09090909090909091,0.007886435331230283,0.011494252873563218
relator,86,2.606060606060606,22,0.6666666666666666,0.06782334384858044,0.0842911877394636
role,100,3.0303030303030303,21,0.6363636363636364,0.07886435331230283,0.08045977011494253
roleMixin,57,1.7272727272727273,14,0.42424242424242425,0.044952681388012616,0.05363984674329502
situation,15,0.45454545454545453,5,0.15151515151515152,0.011829652996845425,0.019157088122605363
subkind,150,4.545454545454546,22,0.6666666666666666,0.11829652996845426,0.0842911877394636
type,24,0.7272727272727273,4,0.12121212121212122,0.01892744479495268,0.01532567049808429
bringsAbout,3,0.09090909090909091,1,0.030303030303030304,0.002365930599369085,0.0038314176245210726
characterization,46,1.393939393939394,10,0.30303030303030304,0.03627760252365931,0.038314176245210725
comparative,0,0.0,0,0.0,0.0,0.0
componentOf,41,1.2424242424242424,10,0.30303030303030304,0.032334384858044164,0.038314176245210725
creation,0,0.0,0,0.0,0.0,0.0
derivation,21,0.6363636363636364,6,0.18181818181818182,0.016561514195583597,0.022988505747126436
externalDependence,8,0.24242424242424243,2,0.06060606060606061,0.006309148264984227,0.007662835249042145
historicalDependence,5,0.15151515151515152,1,0.030303030303030304,0.003943217665615142,0.0038314176245210726
instantiation,2,0.06060606060606061,1,0.030303030303030304,0.0015772870662460567,0.0038314176245210726
manifestation,3,0.09090909090909091,1,0.030303030303030304,0.002365930599369085,0.0038314176245210726
material,51,1.5454545454545454,13,0.3939393939393939,0.04022082018927445,0.04980842911877394
mediation,86,2.606060606060606,15,0.45454545454545453,0.06782334384858044,0.05747126436781609
memberOf,10,0.30303030303030304,6,0.18181818181818182,0.007886435331230283,0.022988505747126436
participation,15,0.45454545454545453,2,0.06060606060606061,0.011829652996845425,0.007662835249042145
participational,0,0.0,0,0.0,0.0,0.0
subCollectionOf,7,0.21212121212121213,2,0.06060606060606061,0.005520504731861199,0.007662835249042145
subQuantityOf,0,0.0,0,0.0,0.0,0.0
termination,0,0.0,0,0.0,0.0,0.0
triggers,2,0.06060606060606061,1,0.030303030303030304,0.0015772870662460567,0.0038314176245210726
