Stereotype Pair,Jaccard Similarity,Dice Coefficient
"('abstract', 'category')",0.0,0.0
"('abstract', 'collective')",0.0,0.0
"('abstract', 'datatype')",0.0,0.0
"('abstract', 'enumeration')",0.0,0.0
"('abstract', 'event')",0.0,0.0
"('abstract', 'historicalRole')",0.0,0.0
"('abstract', 'historicalRoleMixin')",0.0,0.0
"('abstract', 'kind')",0.0,0.0
"('abstract', 'mixin')",0.0,0.0
"('abstract', 'mode')",0.0,0.0
"('abstract', 'phase')",0.0,0.0
"('abstract', 'phaseMixin')",0.0,0.0
"('abstract', 'quality')",0.0,0.0
"('abstract', 'quantity')",0.0,0.0
"('abstract', 'relator')",0.0,0.0
"('abstract', 'role')",0.0,0.0
"('abstract', 'roleMixin')",0.0,0.0
"('abstract', 'situation')",0.0,0.0
"('abstract', 'subkind')",0.0,0.0
"('abstract', 'type')",0.0,0.0
"('abstract', 'bringsAbout')",0.0,0.0
"('abstract', 'characterization')",0.0,0.0
"('abstract', 'comparative')",0.0,0.0
"('abstract', 'componentOf')",0.0,0.0
"('abstract', 'creation')",0.0,0.0
"('abstract', 'derivation')",0.0,0.0
"('abstract', 'externalDependence')",0.0,0.0
"('abstract', 'historicalDependence')",0.0,0.0
"('abstract', 'instantiation')",0.0,0.0
"('abstract', 'manifestation')",0.0,0.0
"('abstract', 'material')",0.0,0.0
"('abstract', 'mediation')",0.0,0.0
"('abstract', 'memberOf')",0.0,0.0
"('abstract', 'participation')",0.0,0.0
"('abstract', 'participational')",0.0,0.0
"('abstract', 'subCollectionOf')",0.0,0.0
"('abstract', 'subQuantityOf')",0.0,0.0
"('abstract', 'termination')",0.0,0.0
"('abstract', 'triggers')",0.0,0.0
"('category', 'collective')",0.21739130434782608,0.35714285714285715
"('category', 'datatype')",0.08695652173913043,0.16
"('category', 'enumeration')",0.043478260869565216,0.08333333333333333
"('category', 'event')",0.4,0.5714285714285714
"('category', 'historicalRole')",0.0,0.0
"('category', 'historicalRoleMixin')",0.0,0.0
"('category', 'kind')",0.5172413793103449,0.6818181818181818
"('category', 'mixin')",0.18181818181818182,0.3076923076923077
"('category', 'mode')",0.5,0.6666666666666666
"('category', 'phase')",0.2857142857142857,0.4444444444444444
"('category', 'phaseMixin')",0.0,0.0
"('category', 'quality')",0.13636363636363635,0.24
"('category', 'quantity')",0.09090909090909091,0.16666666666666666
"('category', 'relator')",0.4827586206896552,0.6511627906976745
"('category', 'role')",0.5,0.6666666666666666
"('category', 'roleMixin')",0.5217391304347826,0.6857142857142857
"('category', 'situation')",0.13043478260869565,0.23076923076923078
"('category', 'subkind')",0.72,0.8372093023255814
"('category', 'type')",0.19047619047619047,0.32
"('category', 'bringsAbout')",0.047619047619047616,0.09090909090909091
"('category', 'characterization')",0.4090909090909091,0.5806451612903226
"('category', 'comparative')",0.0,0.0
"('category', 'componentOf')",0.24,0.3870967741935484
"('category', 'creation')",0.0,0.0
"('category', 'derivation')",0.17391304347826086,0.2962962962962963
"('category', 'externalDependence')",0.09523809523809523,0.17391304347826086
"('category', 'historicalDependence')",0.047619047619047616,0.09090909090909091
"('category', 'instantiation')",0.047619047619047616,0.09090909090909091
"('category', 'manifestation')",0.047619047619047616,0.09090909090909091
"('category', 'material')",0.4166666666666667,0.5882352941176471
"('category', 'mediation')",0.5,0.6666666666666666
"('category', 'memberOf')",0.17391304347826086,0.2962962962962963
"('category', 'participation')",0.09523809523809523,0.17391304347826086
"('category', 'participational')",0.0,0.0
"('category', 'subCollectionOf')",0.0,0.0
"('category', 'subQuantityOf')",0.0,0.0
"('category', 'termination')",0.0,0.0
"('category', 'triggers')",0.047619047619047616,0.09090909090909091
"('collective', 'datatype')",0.2222222222222222,0.36363636363636365
"('collective', 'enumeration')",0.0,0.0
"('collective', 'event')",0.05,0.09523809523809523
"('collective', 'historicalRole')",0.0,0.0
"('collective', 'historicalRoleMixin')",0.0,0.0
"('collective', 'kind')",0.2,0.3333333333333333
"('collective', 'mixin')",0.2,0.3333333333333333
"('collective', 'mode')",0.35714285714285715,0.5263157894736842
"('collective', 'phase')",0.18181818181818182,0.3076923076923077
"('collective', 'phaseMixin')",0.0,0.0
"('collective', 'quality')",0.1,0.18181818181818182
"('collective', 'quantity')",0.1111111111111111,0.2
"('collective', 'relator')",0.20833333333333334,0.3448275862068966
"('collective', 'role')",0.21739130434782608,0.35714285714285715
"('collective', 'roleMixin')",0.10526315789473684,0.19047619047619047
"('collective', 'situation')",0.0,0.0
"('collective', 'subkind')",0.20833333333333334,0.3448275862068966
"('collective', 'type')",0.1,0.18181818181818182
"('collective', 'bringsAbout')",0.0,0.0
"('collective', 'characterization')",0.21428571428571427,0.35294117647058826
"('collective', 'comparative')",0.0,0.0
"('collective', 'componentOf')",0.21428571428571427,0.35294117647058826
"('collective', 'creation')",0.0,0.0
"('collective', 'derivation')",0.18181818181818182,0.3076923076923077
"('collective', 'externalDependence')",0.125,0.2222222222222222
"('collective', 'historicalDependence')",0.0,0.0
"('collective', 'instantiation')",0.0,0.0
"('collective', 'manifestation')",0.0,0.0
"('collective', 'material')",0.17647058823529413,0.3
"('collective', 'mediation')",0.2222222222222222,0.36363636363636365
"('collective', 'memberOf')",0.625,0.7692307692307693
"('collective', 'participation')",0.125,0.2222222222222222
"('collective', 'participational')",0.0,0.0
"('collective', 'subCollectionOf')",0.2857142857142857,0.4444444444444444
"('collective', 'subQuantityOf')",0.0,0.0
"('collective', 'termination')",0.0,0.0
"('collective', 'triggers')",0.0,0.0
"('datatype', 'enumeration')",0.16666666666666666,0.2857142857142857
"('datatype', 'event')",0.125,0.2222222222222222
"('datatype', 'historicalRole')",0.0,0.0
"('datatype', 'historicalRoleMixin')",0.0,0.0
"('datatype', 'kind')",0.17391304347826086,0.2962962962962963
"('datatype', 'mixin')",0.2857142857142857,0.4444444444444444
