Stereotype,Group-wise Frequency,Group-wise Rank,Cumulative Group-wise Frequency,Group-wise Cumulative Percentage
kind,23,1,23,8.812260536398467
relator,22,2,45,17.24137931034483
subkind,22,3,67,25.67049808429119
category,21,4,88,33.71647509578544
role,21,5,109,41.7624521072797
mediation,15,6,124,47.509578544061306
roleMixin,14,7,138,52.87356321839081
event,14,8,152,58.23754789272031
material,13,9,165,63.2183908045977
mode,12,10,177,67.81609195402298
characterization,10,11,187,71.64750957854406
componentOf,10,12,197,75.47892720306514
collective,7,13,204,78.16091954022988
phase,6,14,210,80.45977011494253
derivation,6,15,216,82.75862068965517
memberOf,6,16,222,85.0574712643678
mixin,5,17,227,86.97318007662835
situation,5,18,232,88.88888888888889
type,4,19,236,90.42145593869732
quality,4,20,240,91.95402298850574
datatype,4,21,244,93.48659003831418
quantity,3,22,247,94.6360153256705
enumeration,3,23,250,95.78544061302682
subCollectionOf,2,24,252,96.55172413793103
externalDependence,2,25,254,97.31800766283524
participation,2,26,256,98.08429118773945
bringsAbout,1,27,257,98.46743295019157
instantiation,1,28,258,98.85057471264368
historicalDependence,1,29,259,99.23371647509579
triggers,1,30,260,99.61685823754789
manifestation,1,31,261,100.0
abstract,0,32,261,100.0
historicalRoleMixin,0,33,261,100.0
historicalRole,0,34,261,100.0
comparative,0,35,261,100.0
phaseMixin,0,36,261,100.0
creation,0,37,261,100.0
participational,0,38,261,100.0
subQuantityOf,0,39,261,100.0
termination,0,40,261,100.0
