Stereotype,Total,Mean,Median,Mode,Standard Deviation,Variance,Skewness,Kurtosis,Q1,Q3,IQR,Min,Max,Range,Min Non-Zero,Range Non-Zero
abstract,1,0.022727272727272728,0.0,0.0,0.15075567228888181,0.022727272727272728,6.6332495807108,44.0,0.0,0.0,0.0,0,1,1,1.0,0.0
category,50,1.1363636363636365,0.0,0.0,2.318689576693167,5.376321353065538,2.945851487951371,9.419461023067184,0.0,1.0,1.0,0,11,11,1.0,10.0
collective,66,1.5,1.0,0.0,2.215169687447453,4.906976744186046,2.2861993802943674,5.146413543090144,0.0,2.0,2.0,0,9,9,1.0,8.0
datatype,37,0.8409090909090909,0.0,0.0,1.9876734304110282,3.950845665961945,2.519965089561653,5.580780250063068,0.0,0.0,0.0,0,8,8,1.0,7.0
enumeration,4,0.09090909090909091,0.0,0.0,0.6030226891555273,0.3636363636363636,6.633249580710801,44.000000000000036,0.0,0.0,0.0,0,4,4,4.0,0.0
event,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
historicalRole,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
historicalRoleMixin,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
kind,342,7.7727272727272725,7.0,3.0,5.369438220858025,28.830866807610995,0.8982888232526178,0.5757638089287478,3.0,11.25,8.25,0,24,24,1.0,23.0
mixin,4,0.09090909090909091,0.0,0.0,0.3620472677724276,0.13107822410147987,4.327667727305029,19.582354690055016,0.0,0.0,0.0,0,2,2,1.0,1.0
mode,21,0.4772727272727273,0.0,0.0,1.1511094014569692,1.3250528541226216,2.40609057850027,4.626220936112457,0.0,0.0,0.0,0,4,4,1.0,3.0
phase,93,2.1136363636363638,0.0,0.0,2.797140642096888,7.82399577167019,1.0600825927734199,-0.1136505931629972,0.0,4.0,4.0,0,9,9,2.0,7.0
phaseMixin,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
quality,18,0.4090909090909091,0.0,0.0,2.138443052601065,4.572938689217762,6.267495150096109,40.42475295330684,0.0,0.0,0.0,0,14,14,2.0,12.0
quantity,1,0.022727272727272728,0.0,0.0,0.15075567228888181,0.022727272727272724,6.633249580710801,44.000000000000036,0.0,0.0,0.0,0,1,1,1.0,0.0
relator,229,5.204545454545454,3.0,3.0,5.01430300962202,25.14323467230444,1.4085821322705008,1.2965102620892144,2.0,7.25,5.25,0,19,19,1.0,18.0
role,350,7.954545454545454,6.0,3.0,7.445787151148723,55.43974630021142,1.8346579432311434,3.7512538506907522,3.0,10.0,7.0,0,34,34,2.0,32.0
roleMixin,31,0.7045454545454546,0.0,0.0,1.5185602951410453,2.3060253699788587,2.657856522911293,6.605443134897071,0.0,1.0,1.0,0,6,6,1.0,5.0
situation,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
subkind,270,6.136363636363637,4.0,0.0,6.808308566678808,46.353065539112045,1.6082684522190664,2.677193572060108,2.0,8.25,6.25,0,30,30,2.0,28.0
type,6,0.13636363636363635,0.0,0.0,0.667898790930186,0.4460887949260043,5.236766976149765,28.34536510860044,0.0,0.0,0.0,0,4,4,2.0,2.0
none_c,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
other_c,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
bringsAbout,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
characterization,33,0.75,0.0,0.0,2.754488936686002,7.587209302325581,5.987817522624339,37.92864365606456,0.0,0.25,0.25,0,18,18,1.0,17.0
comparative,1,0.022727272727272728,0.0,0.0,0.15075567228888181,0.022727272727272728,6.6332495807108,44.0,0.0,0.0,0.0,0,1,1,1.0,0.0
componentOf,137,3.1136363636363638,0.0,0.0,4.885745326925787,23.870507399577168,1.5573671332766488,1.5365289929182535,0.0,5.25,5.25,0,19,19,1.0,18.0
creation,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
derivation,72,1.6363636363636365,0.5,0.0,2.642153007654219,6.9809725158562355,2.0864334064332595,4.035057498624576,0.0,2.0,2.0,0,11,11,1.0,10.0
externalDependence,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
historicalDependence,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
instantiation,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
manifestation,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
material,123,2.7954545454545454,2.0,0.0,3.2960832672829397,10.864164904862578,1.4464796206869548,1.9666272701749352,0.0,4.0,4.0,0,14,14,1.0,13.0
mediation,466,10.590909090909092,6.5,6.0,10.257879970048169,105.22410147991542,1.476316647287853,1.6319137813314843,4.75,13.25,8.5,0,40,40,2.0,38.0
memberOf,52,1.1818181818181819,0.0,0.0,2.3154961020765077,5.3615221987315005,2.8298476169998374,8.411665370970107,0.0,1.0,1.0,0,10,10,1.0,9.0
participation,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
participational,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
subCollectionOf,14,0.3181818181818182,0.0,0.0,0.9829411790754311,0.9661733615221988,3.1535138908286875,9.034982095244676,0.0,0.0,0.0,0,4,4,1.0,3.0
