Stereotype,Shannon Entropy,Gini Coefficient,Simpson Index
bringsAbout,0.0,0.0,0.0
characterization,5.234359644022651,0.6571058475203553,0.03398748959703616
comparative,1.8556037698263548,0.9653679653679653,0.3223140495867769
componentOf,0.0,0.0,0.0
creation,3.7425434061878335,0.8753968253968254,0.09902222222222222
derivation,3.8852179018626343,0.8488095238095238,0.1234
externalDependence,0.0,0.0,0.0
formal,3.0426955557961337,0.9233630952380952,0.146484375
historicalDependence,0.0,0.0,0.0
instantiation,3.789559694935416,0.8700680272108844,0.0836734693877551
manifestation,3.1825960926492867,0.9147361647361647,0.13951789627465305
material,4.348167534676465,0.815686724850712,0.06915768033829262
mediation,5.19943383284449,0.6648148148148149,0.03738977072310406
memberOf,0.0,0.0,0.0
participation,3.9204620951605484,0.8544508255563532,0.1096689477538446
participational,1.5197284558087811,0.9712885154061625,0.39792387543252594
subCollectionOf,0.0,0.0,0.0
subQuantityOf,0.0,0.0,0.0
termination,1.1917601424101933,0.9773809523809524,0.585
triggers,3.039148658918815,0.9166666666666666,0.13265306122448978
