Stereotype,Total,Mean,Median,Mode,Standard Deviation,Variance,Skewness,Kurtosis,Q1,Q3,IQR,Min,Max,Range,Min Non-Zero,Range Non-Zero
bringsAbout,27,0.3253012048192771,0.0,0,0.9120926586292426,0.83191301792536,2.858488016137668,7.3316387108136984,0.0,0.0,0.0,0,4,4,1.0,3.0
characterization,382,4.602409638554217,2.0,0,6.334073091440518,40.12048192771085,1.8228712268451446,2.928941293352727,0.0,6.0,6.0,0,28,28,1.0,27.0
comparative,22,0.26506024096385544,0.0,0,1.3532646826119492,1.8313253012048196,5.793850722913366,33.89012811086962,0.0,0.0,0.0,0,9,9,1.0,8.0
componentOf,223,2.6867469879518073,0.0,0,5.9406161108649025,35.29091977666764,3.130116491534715,10.482012277252018,0.0,2.5,2.5,0,32,32,1.0,31.0
creation,60,0.7228915662650602,0.0,0,1.876122447847754,3.5198354393182485,3.615681398820003,14.907526590952443,0.0,0.0,0.0,0,11,11,1.0,10.0
derivation,100,1.2048192771084338,0.0,0,3.685035778178162,13.57948868645313,6.281986647547264,46.59853597661809,0.0,1.0,1.0,0,30,30,1.0,29.0
externalDependence,67,0.8072289156626506,0.0,0,1.9597027607199007,3.8404349103732005,3.116067170990001,10.789030458980822,0.0,0.0,0.0,0,11,11,1.0,10.0
historicalDependence,39,0.46987951807228917,0.0,0,1.3190660905203881,1.7399353511607407,3.644018942972229,14.28444734070435,0.0,0.0,0.0,0,7,7,1.0,6.0
instantiation,67,0.8072289156626506,0.0,0,2.0568613985420177,4.230678812812225,2.9111536387456822,8.30518862544735,0.0,0.0,0.0,0,10,10,1.0,9.0
manifestation,31,0.37349397590361444,0.0,0,1.322514635204133,1.749044960329121,5.40214876138887,35.143294671351796,0.0,0.0,0.0,0,10,10,1.0,9.0
material,311,3.746987951807229,0.0,0,8.207437693936706,67.36203349985308,3.5120896384647042,14.978734745280633,0.0,3.0,3.0,0,51,51,1.0,50.0
mediation,625,7.530120481927711,2.0,0,11.102996024362723,123.2765207170144,2.5154748294747273,7.728919322333263,0.0,12.0,12.0,0,60,60,1.0,59.0
memberOf,69,0.8313253012048193,0.0,0,2.3931776870239108,5.727299441669116,4.372580292586846,22.20420673096343,0.0,0.0,0.0,0,16,16,1.0,15.0
participation,196,2.36144578313253,0.0,0,6.870897114097436,47.209227152512476,5.347086565156236,33.46174794557,0.0,2.0,2.0,0,51,51,1.0,50.0
participational,17,0.20481927710843373,0.0,0,1.166180299666899,1.3599764913311787,6.206947524221359,38.213718609417235,0.0,0.0,0.0,0,8,8,1.0,7.0
subCollectionOf,8,0.0963855421686747,0.0,0,0.6365773156599379,0.4052306788128122,6.89419391284398,48.76585696248661,0.0,0.0,0.0,0,5,5,3.0,2.0
subQuantityOf,11,0.13253012048192772,0.0,0,1.1017844100715959,1.2139288862768147,8.980832004768812,81.30451057566924,0.0,0.0,0.0,0,10,10,1.0,9.0
termination,5,0.060240963855421686,0.0,0,0.32570365066666995,0.10608286805759619,5.573241791368175,30.8117184717963,0.0,0.0,0.0,0,2,2,1.0,1.0
triggers,14,0.1686746987951807,0.0,0,0.5369125174786048,0.2882750514252131,3.5233309059876725,12.747662063519929,0.0,0.0,0.0,0,3,3,1.0,2.0
