model_id,stereotype,count
aristotle-ontology2019,subQuantityOf,10
aristotle-ontology2019,material,7
aristotle-ontology2019,memberOf,2
aristotle-ontology2019,participation,2
aristotle-ontology2019,derivation,2
aristotle-ontology2019,natural,1
barcelos2024resiliont,characterization,21
barcelos2024resiliont,manifestation,10
barcelos2024resiliont,participation,10
barcelos2024resiliont,formal,10
barcelos2024resiliont,externalDependence,5
barcelos2024resiliont,instantiation,4
barcelos2024resiliont,historicalDependence,3
barcelos2024resiliont,bringsAbout,2
barcelos2024resiliont,triggers,2
bernasconi2021ontovcm,mediation,19
bernasconi2021ontovcm,participation,14
bernasconi2021ontovcm,instantiation,9
bernasconi2021ontovcm,creation,6
bernasconi2021ontovcm,componentOf,5
bernasconi2021ontovcm,externalDependence,3
bernasconi2021ontovcm,memberOf,2
bernasconi2021ontovcm,manifestation,2
bernasconi2021ontovcm,historicalDependence,1
bernasconi2021ontovcm,formal,1
bernasconi2023fair-principles,externalDependence,11
bernasconi2023fair-principles,mediation,8
bernasconi2023fair-principles,componentOf,6
bernasconi2023fair-principles,memberOf,2
bernasconi2023fair-principles,characterization,2
buridan-ontology2021,mediation,17
buridan-ontology2021,componentOf,7
buridan-ontology2021,characterization,6
buridan-ontology2021,material,5
cgts2021sebim,mediation,2
cgts2021sebim,derivation,1
cmpo2017,material,6
core-o2023,instantiation,5
core-o2023,characterization,4
core-o2023,componentOf,2
core-o2023,manifestation,2
core-o2023,triggers,2
core-o2023,bringsAbout,2
core-o2023,creation,1
core-o2023,participation,1
dcat-mlt-ufo2023,mediation,6
dcat-mlt-ufo2023,characterization,3
demori2023miscon,characterization,9
demori2023miscon,mediation,2
demori2023miscon,material,1
demori2023miscon,derivation,1
derave2019dpo,participation,51
derave2019dpo,mediation,38
derave2019dpo,creation,11
derave2019dpo,memberOf,10
derave2019dpo,participational,8
derave2019dpo,historicalDependence,7
derave2019dpo,subCollectionOf,5
derave2019dpo,instantiation,4
derave2019dpo,characterization,4
derave2019dpo,externalDependence,4
derave2019dpo,componentOf,2
derave2019dpo,material,1
derave2019dpo,subQuantityOf,1
dpo2017,material,6
dpo2017,componentOf,1
duarte2020jogabilidade,characterization,4
duarte2020jogabilidade,structuration,4
duarte2020jogabilidade,mediation,2
duarte2020jogabilidade,participation,2
duarte2020jogabilidade,material,1
duarte2020jogabilidade,triggers,1
duarte2020jogabilidade,derivation,1
elghosh2020cargos,characterization,4
elghosh2020cargos,mediation,2
elghosh2020cargos,material,1
elghosh2020cargos,formal,1
elghosh2020cargos,triggers,1
elghosh2020cargos,derivation,1
elghosh2024eucaim,material,14
elghosh2024eucaim,characterization,9
elghosh2024eucaim,participation,4
elghosh2024eucaim,bringsAbout,3
elikan2018brand-identity,characterization,8
elikan2018brand-identity,formal,5
elikan2018brand-identity,memberOf,5
elikan2018brand-identity,material,3
elikan2018brand-identity,mediation,2
elikan2018brand-identity,derivation,1
eu-rent-refactored2022,mediation,26
eu-rent-refactored2022,derivation,11
eu-rent-refactored2022,material,11
falduci2022non-consensual-pornography,mediation,11
falduci2022non-consensual-pornography,characterization,8
falduci2022non-consensual-pornography,material,4
falduci2022non-consensual-pornography,creation,4
falduci2022non-consensual-pornography,derivation,4
fernandez-cejas2022curie-o,participation,5
fernandez-cejas2022curie-o,mediation,4
fernandez-cejas2022curie-o,historicalDependence,4
fernandez-cejas2022curie-o,creation,3
fernandez-cejas2022curie-o,memberOf,1
fernandez-cejas2022curie-o,characterization,1
fischer2018ontorea,formal,10
fischer2018ontorea,mediation,4
fischer2018ontorea,derivation,2
fischer2018ontorea,material,2
fischer2018ontorea,memberOf,1
fonseca2022incorporating,mediation,12
fonseca2022incorporating,instantiation,4
fonseca2022incorporating,characterization,3
fonseca2022incorporating,derivation,1
fonseca2022incorporating,externalDependence,1
formula-one2023,mediation,4
formula-one2023,material,2
formula-one2023,componentOf,1
formula-one2023,memberOf,1
formula-one2023,characterization,1
formula-one2023,derivation,1
fraller2019abc,formal,16
fraller2019abc,mediation,12
fraller2019abc,material,6
franco2018rpg,componentOf,5
franco2018rpg,characterization,4
franco2018rpg,mediation,2
franco2018rpg,memberOf,1
fumagalli2022criminal-investigation,mediation,7
fumagalli2022criminal-investigation,material,2
garcia2022human-genome-events,historicalDependence,1
garcia2022human-genome-events,termination,1
garcia2022human-genome-events,creation,1
garcia2022human-genome-events,participation,1
garcia2022human-genome-events,participational,1
garcia2022human-genome-events,instantiation,1
garcia2022human-genome-events,externalDependence,1
gomes2022digital-technology,characterization,2
gomes2022digital-technology,mediation,2
gomes2022digital-technology,participation,2
goncalves2011ecg,mediation,24
goncalves2011ecg,componentOf,21
goncalves2011ecg,material,12
goncalves2011ecg,participation,10
goncalves2011ecg,derivation,6
goncalves2011ecg,characterization,5
goncalves2011ecg,subCollectionOf,3
goncalves2011ecg,memberOf,2
goncalves2011ecg,historicalDependence,2
goncalves2011ecg,creation,2
guarino2016value,formal,9
guarino2016value,characterization,8
guarino2016value,mediation,8
guarino2018rea,characterization,2
guarino2018rea,mediation,2
guizzardi2020decision-making,mediation,7
guizzardi2020decision-making,characterization,6
guizzardi2020decision-making,externalDependence,4
guizzardi2020decision-making,manifestation,3
guizzardi2020decision-making,participation,3
guizzardi2020decision-making,creation,3
guizzardi2020decision-making,instantiation,1
guizzardi2020decision-making,internal,1
guizzardi2022ufo,mediation,14
guizzardi2022ufo,formal,5
guizzardi2022ufo,componentOf,5
guizzardi2022ufo,characterization,4
guizzardi2022ufo,externalDependence,3
guizzardi2022ufo,instantiation,2
guizzardi2022ufo,derivation,1
guizzardi2022ufo,memberOf,1
guizzardi2022ufo,manifestation,1
guizzardi2022ufo,material,1
haridy2021egyptian-e-government,mediation,14
haridy2021egyptian-e-government,characterization,2
heirbrant2023boekbazaar,crud,4
heirbrant2023boekbazaar,r,3
heirbrant2023boekbazaar,ru,3
heirbrant2023boekbazaar,mediation,2
heirbrant2023boekbazaar,creation,2
heirbrant2023boekbazaar,derivation,1
heirbrant2023boekbazaar,participation,1
heirbrant2023boekbazaar,cru,1
heirbrant2023boekbazaar,crd,1
heirbrant2023boekbazaar,cr,1
junior2018o4c,mediation,2
junior2018o4c,componentOf,2
junior2018o4c,material,1
kostov2017towards,material,2
kostov2017towards,haspart,1
kritz2020ontobg,causal,37
kritz2020ontobg,componentOf,32
laurier2018rea,formal,1
lindeberg2022full-ontorights,mediation,26
lindeberg2022full-ontorights,characterization,22
lindeberg2022full-ontorights,material,20
lindeberg2022full-ontorights,componentOf,13
lindeberg2022full-ontorights,comparative,9
lindeberg2022full-ontorights,bringsAbout,4
lindeberg2022full-ontorights,creation,4
lindeberg2022full-ontorights,derivation,4
lindeberg2022full-ontorights,memberOf,3
lindeberg2022full-ontorights,participation,2
lindeberg2022full-ontorights,termination,2
lindeberg2022full-ontorights,triggers,1
lindeberg2022simple-ontorights,mediation,17
lindeberg2022simple-ontorights,material,13
lindeberg2022simple-ontorights,componentOf,11
lindeberg2022simple-ontorights,comparative,8
lindeberg2022simple-ontorights,bringsAbout,3
lindeberg2022simple-ontorights,creation,3
lindeberg2022simple-ontorights,participation,2
lindeberg2022simple-ontorights,termination,2
lindeberg2022simple-ontorights,memberOf,1
lindeberg2022simple-ontorights,derivation,1
machacova2023gym,characterization,8
machacova2023gym,mediation,6
machacova2023gym,componentOf,4
machacova2023gym,material,3
maddalena2021ontocovid,characterization,12
maddalena2021ontocovid,externalDependence,2
moreira2018saref4health,formal,5
moreira2018saref4health,characterization,2
moreira2018saref4health,componentOf,1
nardi2015ufo-s,formal,16
nardi2015ufo-s,sum,9
nardi2015ufo-s,characterization,6
nardi2015ufo-s,externalDependence,6
nardi2015ufo-s,mediation,6
nardi2015ufo-s,participation,4
nardi2015ufo-s,memberOf,1
niederkofler2019dssapple,participation,8
niederkofler2019dssapple,formal,8
niederkofler2019dssapple,mediation,8
niederkofler2019dssapple,instantiation,5
niederkofler2019dssapple,characterization,4
niederkofler2019dssapple,memberOf,2
niederkofler2019dssapple,historicalDependence,2
niederkofler2019dssapple,componentOf,1
niederkofler2019dssapple,manifestation,1
oliveira2022rose,characterization,15
oliveira2022rose,participation,7
oliveira2022rose,instantiation,7
oliveira2022rose,historicalDependence,4
oliveira2022rose,bringsAbout,4
oliveira2022rose,manifestation,3
oliveira2022rose,triggers,3
oliveira2022rose,externalDependence,2
piest2024dsr-kb,mediation,21
piest2024dsr-kb,material,16
piest2024dsr-kb,characterization,16
piest2024dsr-kb,componentOf,8
piest2024dsr-kb,comparative,3
piest2024dsr-kb,manifestation,1
piest2024dsr-kb,historicalDependence,1
pinheiro2024api,mediation,12
pinheiro2024api,derivation,5
pinheiro2024api,participation,4
pinheiro2024api,material,4
pinheiro2024api,historicalDependence,2
pinheiro2024api,creation,1
pinheiro2024api,comparative,1
pinheiro2024api,memberOf,1
plato-ontology2019,componentOf,24
plato-ontology2019,memberOf,7
plato-ontology2019,mediation,6
plato-ontology2019,characterization,4
plato-ontology2019,material,2
plato-ontology2019,derivation,1
porello2020coex,externalDependence,6
porello2020coex,characterization,5
porello2020coex,participation,4
porello2020coex,mediation,4
porello2020coex,componentOf,2
porello2020coex,instantiation,2
porello2020coex,manifestation,1
porello2020coex,creation,1
porello2020coex,historicalDependence,1
ppo-o2021,participation,6
ppo-o2021,triggers,2
ppo-o2021,bringsAbout,2
ppo-o2021,derivation,1
ppo-o2021,characterization,1
ppo-o2021,material,1
public-expense-ontology2020,componentOf,6
quality-assurance-process-ontology2017,componentOf,1
ramos2021bias,characterization,8
ramos2021bias,participation,6
ramos2021bias,manifestation,4
ramos2021bias,creation,3
ramos2021bias,formal,1
ramos2021bias,externalDependence,1
ramos2021bias,instantiation,1
repa2021public-administration,mediation,2
rocha2023ciencia-aberta,mediation,6
rodrigues2017urinary-profiles,mediation,11
rodrigues2017urinary-profiles,presentAt,8
rodrigues2017urinary-profiles,induces,7
rodrigues2017urinary-profiles,derivation,4
rodrigues2017urinary-profiles,material,4
rodrigues2017urinary-profiles,characterization,3
rodrigues2017urinary-profiles,pos-state,2
rodrigues2017urinary-profiles,pre-state,2
rodrigues2019ontocrime,mediation,12
rodrigues2019ontocrime,derivation,5
rodrigues2019turbidite,induces,18
rodrigues2019turbidite,mediation,14
rodrigues2019turbidite,beingpresentat,14
rodrigues2019turbidite,pre-state,4
rodrigues2019turbidite,poststate,4
rodrigues2019turbidite,derivation,3
romanenko2023what,mediation,10
romanenko2023what,characterization,7
romanenko2023what,memberOf,3
romanenko2023what,participation,3
romanenko2023what,creation,2
romanenko2023what,externalDependence,1
sales2018cover,characterization,11
sales2018cover,participation,11
sales2018cover,mediation,6
sales2018cover,historicalDependence,5
sales2018cover,bringsAbout,3
sales2018cover,manifestation,3
sales2018cover,triggers,2
sales2018cover,instantiation,2
sales2018cover,externalDependence,2
sariev2024maritime,characterization,15
sariev2024maritime,mediation,12
sariev2024maritime,componentOf,3
schoonderbeek2024eamon,mediation,60
schoonderbeek2024eamon,derivation,30
schoonderbeek2024eamon,material,30
schoonderbeek2024eamon,componentOf,5
schoonderbeek2024eamon,characterization,1
sikora2021online-education,material,32
sikora2021online-education,characterization,9
sikora2021online-education,mediation,4
silva2021sebim,mediation,2
silva2021sebim,derivation,1
silva2023onto4caal,characterization,20
silveira2021oap,material,8
silveira2021oap,characterization,3
silveira2021oap,memberOf,2
silveira2021oap,mediation,2
silveira2021oap,externalDependence,2
silveira2021oap,componentOf,1
silveira2021oap,Formal,1
spmo2017,mediation,2
spo2017,material,2
tesolin2023hint,derivation,5
tesolin2023hint,externalDependence,4
tesolin2023hint,characterization,3
tesolin2023hint,mediation,2
valaski2020medical-appointment,material,3
valaski2020medical-appointment,mediation,2
valaski2020medical-appointment,Formal,1
valaski2020medical-appointment,derivation,1
van-ee2021modular,material,51
van-ee2021modular,componentOf,6
van-ee2021modular,mediation,2
van-ee2021modular,comparative,1
van-ee2021modular,participation,1
van-ee2021modular,characterization,1
van-ee2021modular,bringsAbout,1
vieira2020weathering,participation,6
vieira2020weathering,characterization,5
vieira2020weathering,mediation,2
vieira2020weathering,derivation,1
vieira2020weathering,creation,1
vieira2020weathering,material,1
weigand2021artifact,participation,10
weigand2021artifact,historicalDependence,7
weigand2021artifact,instantiation,7
weigand2021artifact,material,6
weigand2021artifact,characterization,4
weigand2021artifact,manifestation,3
weigand2021artifact,creation,3
weigand2021artifact,bringsAbout,2
weigand2021artifact,componentOf,2
xhani2023xmlpo,participation,30
xhani2023xmlpo,characterization,19
xhani2023xmlpo,mediation,18
xhani2023xmlpo,creation,9
xhani2023xmlpo,participational,7
zanetti2019orm-o,mediation,17
zanetti2019orm-o,characterization,1
