Stereotype,DistanceFromOrigin,Rank
mediation,77.00262955690334,1
characterization,68.00232220609647,2
material,54.00184410484131,3
componentOf,45.001536754034426,4
derivation,39.0013318534965,5
memberOf,31.00105865277927,6
participation,29.000990352599963,7
externalDependence,22.000751301972386,8
creation,18.00061470161377,9
instantiation,17.000580551524116,10
historicalDependence,16.000546401434462,11
bringsAbout,12.000409801075849,12
manifestation,12.000409801075849,12
triggers,10.000341500896539,13
subCollectionOf,6.000204900537924,14
comparative,6.000204900537924,14
participational,4.000136600358616,15
subQuantityOf,4.000136600358616,15
termination,3.000102450268962,16
