Stereotype,DistanceFromOrigin,Rank
mediation,0.6568557596118606,1
characterization,0.5800804110857989,2
material,0.46065209115636974,3
componentOf,0.3838767426303081,4
derivation,0.332693176946267,5
memberOf,0.2644484227008789,6
participation,0.24738723413953193,7
externalDependence,0.1876730741748173,8
creation,0.15355069705212326,9
instantiation,0.1450201027714497,10
historicalDependence,0.1364895084907762,11
bringsAbout,0.10236713136808209,12
manifestation,0.10236713136808209,12
triggers,0.08530594280673506,13
subCollectionOf,0.05118356568404103,14
comparative,0.05118356568404103,14
participational,0.03412237712269403,15
subQuantityOf,0.03412237712269403,15
termination,0.02559178284202047,16
