Stereotype,DistanceFromOrigin,Rank
mediation,16.268649095059633,1
material,5.16806536968365,2
characterization,4.645686770908021,3
componentOf,4.5688802819663055,4
derivation,1.8383925532479297,5
participation,1.7601947722417068,6
memberOf,1.6971351570439235,7
externalDependence,0.6618281717527744,8
instantiation,0.5873004298988387,9
creation,0.517701149202176,10
historicalDependence,0.3869322284535413,11
comparative,0.30977958370233566,12
manifestation,0.29797944425322226,13
bringsAbout,0.2670329656430332,14
subCollectionOf,0.22858374687503025,15
triggers,0.15593357243068764,16
participational,0.1443326379882064,17
subQuantityOf,0.12033239486414071,18
termination,0.04818968508136602,19
