Stereotype,DistanceFromOrigin,Rank
mediation,77.00017208299764,1
characterization,68.00015196940052,2
material,54.000120681582764,3
componentOf,45.00010056798563,4
derivation,39.000087158920884,5
memberOf,31.00006928016788,6
participation,29.000064810479632,7
externalDependence,22.000049166570754,8
creation,18.000040227194255,9
instantiation,17.00003799235013,10
historicalDependence,16.000035757506,11
bringsAbout,12.000026818129502,12
manifestation,12.000026818129502,12
triggers,10.000022348441252,13
subCollectionOf,6.000013409064751,14
comparative,6.000013409064751,14
participational,4.0000089393765,15
subQuantityOf,4.0000089393765,15
termination,3.0000067045323755,16
