Stereotype,Total Frequency,Total Frequency per Group,Group Frequency,Ubiquity Index,Global Relative Frequency (Occurrence-wise),Global Relative Frequency (Group-wise)
abstract,0,0.0,0,0.0,0.0,0.0
category,79,2.393939393939394,21,0.6363636363636364,0.08161157024793389,0.11052631578947368
collective,16,0.48484848484848486,7,0.21212121212121213,0.01652892561983471,0.03684210526315789
datatype,7,0.21212121212121213,4,0.12121212121212122,0.007231404958677686,0.021052631578947368
enumeration,10,0.30303030303030304,3,0.09090909090909091,0.010330578512396695,0.015789473684210527
event,138,4.181818181818182,14,0.42424242424242425,0.14256198347107438,0.07368421052631578
historicalRole,0,0.0,0,0.0,0.0,0.0
historicalRoleMixin,0,0.0,0,0.0,0.0,0.0
kind,168,5.090909090909091,23,0.696969696969697,0.17355371900826447,0.12105263157894737
mixin,6,0.18181818181818182,5,0.15151515151515152,0.006198347107438017,0.02631578947368421
mode,65,1.9696969696969697,12,0.36363636363636365,0.06714876033057851,0.06315789473684211
phase,24,0.7272727272727273,6,0.18181818181818182,0.024793388429752067,0.031578947368421054
phaseMixin,0,0.0,0,0.0,0.0,0.0
quality,13,0.3939393939393939,4,0.12121212121212122,0.013429752066115703,0.021052631578947368
quantity,10,0.30303030303030304,3,0.09090909090909091,0.010330578512396695,0.015789473684210527
relator,86,2.606060606060606,22,0.6666666666666666,0.08884297520661157,0.11578947368421053
role,100,3.0303030303030303,21,0.6363636363636364,0.10330578512396695,0.11052631578947368
roleMixin,57,1.7272727272727273,14,0.42424242424242425,0.058884297520661155,0.07368421052631578
situation,15,0.45454545454545453,5,0.15151515151515152,0.015495867768595042,0.02631578947368421
subkind,150,4.545454545454546,22,0.6666666666666666,0.15495867768595042,0.11578947368421053
type,24,0.7272727272727273,4,0.12121212121212122,0.024793388429752067,0.021052631578947368
