Stereotype,Frequency,Rank,Cumulative Frequency,Cumulative Percentage
mediation,1967,1,1967,41.306173876522465
material,623,2,2590,54.38891222175557
characterization,558,3,3148,66.10667786644268
componentOf,551,4,3699,77.67744645107098
derivation,219,5,3918,82.27635447291054
participation,211,6,4129,86.7072658546829
memberOf,203,7,4332,90.97018059638808
externalDependence,77,8,4409,92.58714825703485
instantiation,69,9,4478,94.03611927761445
creation,60,10,4538,95.29609407811844
historicalDependence,44,11,4582,96.22007559848804
comparative,37,12,4619,96.99706005879882
manifestation,34,13,4653,97.71104577908442
bringsAbout,30,14,4683,98.3410331793364
subCollectionOf,27,15,4710,98.9080218395632
participational,17,16,4727,99.26501469970601
triggers,16,17,4743,99.6010079798404
subQuantityOf,14,18,4757,99.89500209995799
termination,5,19,4762,100.0
