year,abstract,category,collective,datatype,enumeration,event,historicalRole,historicalRoleMixin,kind,mixin,mode,phase,phaseMixin,quality,quantity,relator,role,roleMixin,situation,subkind,type,none,other
2005,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0
2007,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
2011,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2012,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,2,0,0,0
2013,0,10,26,6,0,0,0,0,38,2,8,13,0,1,0,34,35,11,0,29,2,0,0
2014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2015,0,7,4,2,3,3,0,0,8,4,5,4,0,1,2,7,7,7,2,6,3,2,2
2016,0,3,2,1,0,2,0,0,1,2,2,0,0,1,1,4,2,2,1,1,1,0,1
2017,0,5,0,0,0,6,0,0,7,1,3,2,0,0,1,4,8,4,1,6,2,4,2
2018,0,7,3,0,1,4,0,0,5,1,5,1,0,2,0,8,4,5,2,8,2,1,3
2019,0,4,3,1,0,3,1,0,7,1,2,4,0,3,1,7,4,1,1,7,1,0,1
2020,0,9,2,4,0,6,1,0,15,2,4,5,2,5,2,9,12,8,3,9,2,4,3
2021,1,16,4,7,1,9,0,1,16,2,13,8,1,12,2,16,12,5,4,15,4,3,3
2022,0,16,7,8,3,9,1,2,15,2,8,8,3,7,2,17,13,11,2,14,8,2,1
2023,1,14,7,3,1,5,0,0,19,5,12,9,2,10,1,15,16,10,3,16,2,6,1
2024,0,11,4,2,1,10,4,2,14,4,5,8,0,9,1,12,12,8,3,12,5,0,0
2025,1,4,0,1,1,4,2,1,3,0,4,1,0,3,0,4,3,2,2,4,3,0,0
