Stereotype,Total Frequency,Total Frequency per Group,Group Frequency,Ubiquity Index,Global Relative Frequency (Occurrence-wise),Global Relative Frequency (Group-wise)
bringsAbout,26,0.25,11,0.10576923076923077,0.014908256880733946,0.029649595687331536
characterization,306,2.9423076923076925,55,0.5288461538461539,0.17545871559633028,0.14824797843665768
comparative,13,0.125,4,0.038461538461538464,0.007454128440366973,0.01078167115902965
componentOf,158,1.5192307692307692,32,0.3076923076923077,0.09059633027522936,0.0862533692722372
creation,34,0.3269230769230769,14,0.1346153846153846,0.0194954128440367,0.03773584905660377
derivation,78,0.75,30,0.28846153846153844,0.04472477064220184,0.08086253369272237
externalDependence,71,0.6826923076923077,20,0.19230769230769232,0.040711009174311925,0.05390835579514825
historicalDependence,35,0.33653846153846156,14,0.1346153846153846,0.020068807339449542,0.03773584905660377
instantiation,63,0.6057692307692307,15,0.14423076923076922,0.03612385321100917,0.04043126684636118
manifestation,34,0.3269230769230769,12,0.11538461538461539,0.0194954128440367,0.03234501347708895
material,274,2.6346153846153846,41,0.3942307692307692,0.15711009174311927,0.1105121293800539
mediation,463,4.451923076923077,64,0.6153846153846154,0.26548165137614677,0.1725067385444744
memberOf,46,0.4423076923076923,20,0.19230769230769232,0.026376146788990827,0.05390835579514825
participation,116,1.1153846153846154,24,0.23076923076923078,0.06651376146788991,0.0646900269541779
participational,2,0.019230769230769232,2,0.019230769230769232,0.0011467889908256881,0.005390835579514825
subCollectionOf,7,0.0673076923076923,2,0.019230769230769232,0.0040137614678899085,0.005390835579514825
subQuantityOf,0,0.0,0,0.0,0.0,0.0
termination,3,0.028846153846153848,2,0.019230769230769232,0.0017201834862385322,0.005390835579514825
triggers,15,0.14423076923076922,9,0.08653846153846154,0.008600917431192661,0.02425876010781671
