Stereotype,x_value,y_value,quadrant
bringsAbout,0.0126582278481012,0.0308483290488431,Q3
characterization,0.1687763713080168,0.1465295629820051,Q1
comparative,0.0092827004219409,0.0128534704370179,Q3
componentOf,0.0983122362869198,0.0822622107969151,Q1
creation,0.0253164556962025,0.0462724935732647,Q1
derivation,0.0447257383966244,0.0771208226221079,Q1
externalDependence,0.0291139240506329,0.0514138817480719,Q1
historicalDependence,0.0185654008438818,0.0411311053984575,Q3
instantiation,0.0291139240506329,0.0437017994858611,Q1
manifestation,0.0143459915611814,0.0308483290488431,Q3
material,0.1371308016877637,0.0976863753213367,Q1
mediation,0.270464135021097,0.1593830334190231,Q1
memberOf,0.030801687763713,0.0539845758354755,Q1
participation,0.0873417721518987,0.0719794344473007,Q1
participational,0.0071729957805907,0.0102827763496143,Q3
subCollectionOf,0.0033755274261603,0.0051413881748071,Q3
subQuantityOf,0.0046413502109704,0.0051413881748071,Q3
termination,0.0021097046413502,0.0077120822622107,Q3
triggers,0.0067510548523206,0.0257069408740359,Q3
