Stereotype,DistanceFromOrigin,Rank
mediation,641.0003542579287,1
characterization,400.0004798260355,2
material,325.0002624689939,3
componentOf,233.00025961999864,4
participation,207.0002237380415,5
derivation,106.00050156816813,6
memberOf,73.00035686915903,7
externalDependence,69.00034245552123,8
instantiation,69.00024742428448,9
creation,60.000318997261644,10
historicalDependence,44.00034370032457,11
manifestation,34.00025019367526,12
bringsAbout,30.0002835525352,13
comparative,22.00006712912941,14
participational,17.000055598708148,15
triggers,16.000369206515252,16
subQuantityOf,11.00002148133321,17
subCollectionOf,8.000029536807476,18
termination,5.000106331572574,19
