Stereotype,x_value,y_value,quadrant
abstract,0.0,0.0,Q3
category,0.0490702479338843,0.0961538461538461,Q1
collective,0.0111914600550964,0.0432692307692307,Q2
datatype,0.0017217630853994,0.0288461538461538,Q3
enumeration,0.0039600550964187,0.0144230769230769,Q3
event,0.0220385674931129,0.0576923076923076,Q1
historicalRole,0.0,0.0,Q3
historicalRoleMixin,0.0,0.0,Q3
kind,0.1160468319559228,0.1153846153846153,Q1
mixin,0.0115358126721763,0.0384615384615384,Q1
mode,0.0478650137741046,0.0576923076923076,Q1
phase,0.0232438016528925,0.0384615384615384,Q1
phaseMixin,0.0,0.0,Q3
quality,0.0015495867768595,0.0096153846153846,Q3
quantity,0.0056818181818181,0.0240384615384615,Q3
relator,0.1558195592286501,0.0961538461538461,Q1
role,0.2472451790633608,0.1057692307692307,Q1
roleMixin,0.0535468319559228,0.0673076923076923,Q1
situation,0.0018939393939393,0.0192307692307692,Q3
subkind,0.174931129476584,0.0913461538461538,Q1
type,0.0234159779614325,0.0288461538461538,Q4
none,0.0392561983471074,0.0336538461538461,Q1
other,0.0099862258953168,0.0336538461538461,Q2
