Stereotype,DistanceFromOrigin,Rank
subkind,0.21237965662105018,1
role,0.1956082634176096,2
kind,0.18526416600308385,3
relator,0.15366674201096245,4
category,0.10920833413403667,5
mode,0.08156682453221009,6
roleMixin,0.08019973206162782,7
event,0.07326415562320904,8
phase,0.05477901425692992,9
quality,0.0538326434210556,10
none,0.04360844643888462,11
collective,0.04047047869109063,12
type,0.034868710517062924,13
datatype,0.02979098132893042,14
mixin,0.02546802601409974,15
situation,0.024276601377809567,16
other,0.023311962965622303,17
quantity,0.013840264132081044,18
enumeration,0.010595310190581499,19
phaseMixin,0.009006480060806989,20
historicalRole,0.004901298139362217,21
historicalRoleMixin,0.003409253254303009,22
abstract,0.0011052761942600654,23
