Stereotype,DistanceFromOrigin,Rank
kind,101.84696819914252,1
relator,91.58170781887276,2
subkind,89.57413263519315,3
category,86.13440256346769,4
role,85.3727092678914,5
mode,58.1733494259192,6
roleMixin,54.20941566939013,7
event,53.144573317599985,8
quality,44.04887118951115,9
phase,41.09170777067334,10
collective,35.01699705349715,11
type,26.05952347503012,12
datatype,26.010169657651883,13
none,23.213416687240844,14
mixin,22.010950326919225,15
situation,21.010146803330368,16
other,19.021736153174654,17
quantity,12.005508377613948,18
enumeration,8.016925098841474,19
phaseMixin,8.001707351447852,20
historicalRole,4.004513879584988,21
historicalRoleMixin,3.0009219265066625,22
abstract,1.000034150089654,23
