Stereotype,Shannon Entropy,Gini Coefficient,Simpson Index
bringsAbout,3.472905578007716,0.9242666666666667,0.09555555555555556
characterization,5.3005246093947385,0.7360281690140845,0.04922138464590359
comparative,2.077356831316778,0.9734054054054054,0.2783053323593864
componentOf,3.998989943292399,0.881480943738657,0.13781575159502107
creation,3.815515980821763,0.9127441860465116,0.09167117360735533
derivation,3.863538940741776,0.8962191780821918,0.1331290006463585
externalDependence,4.180324445226675,0.8867368421052632,0.06925207756232687
formal,3.3543508911873965,0.9348511749347258,0.15243815146329992
historicalDependence,3.7519110979599324,0.9152653061224489,0.08788004997917534
instantiation,3.867416214031282,0.908,0.07986111111111112
manifestation,3.4616698219921394,0.9301333333333334,0.11111111111111113
material,4.345517102898924,0.8592280701754386,0.09988324443121721
mediation,3.5905327395825233,0.8520623428858723,0.2858504580623293
memberOf,2.8960390399259732,0.9295686274509803,0.33141099577085736
participation,4.150229867167471,0.8855964125560538,0.0917171067184138
participational,1.519728455808781,0.9807058823529412,0.39792387543252594
subCollectionOf,2.2353350395796183,0.9700740740740741,0.25377229080932784
subQuantityOf,1.2916919913672795,0.984,0.5408163265306123
termination,1.675336206218666,0.97984,0.4144
triggers,3.202819516687833,0.937,0.1171875
none,6.134042221047912,0.5689730668983493,0.01975994885269561
other,2.998957586495879,0.9515675675675676,0.17074506939371803
