Stereotype Pair,Jaccard Similarity,Dice Coefficient
"('bringsAbout', 'characterization')",0.0,0.0
"('bringsAbout', 'comparative')",0.0,0.0
"('bringsAbout', 'componentOf')",0.0,0.0
"('bringsAbout', 'creation')",0.0,0.0
"('bringsAbout', 'derivation')",0.0,0.0
"('bringsAbout', 'externalDependence')",0.0,0.0
"('bringsAbout', 'formal')",0.0,0.0
"('bringsAbout', 'historicalDependence')",0.0,0.0
"('bringsAbout', 'instantiation')",0.0,0.0
"('bringsAbout', 'manifestation')",0.0,0.0
"('bringsAbout', 'material')",0.0,0.0
"('bringsAbout', 'mediation')",0.0,0.0
"('bringsAbout', 'memberOf')",0.0,0.0
"('bringsAbout', 'participation')",0.0,0.0
"('bringsAbout', 'participational')",0.0,0.0
"('bringsAbout', 'subCollectionOf')",0.0,0.0
"('bringsAbout', 'subQuantityOf')",0.0,0.0
"('bringsAbout', 'termination')",0.0,0.0
"('bringsAbout', 'triggers')",0.0,0.0
"('bringsAbout', 'none')",0.0,0.0
"('bringsAbout', 'other')",0.0,0.0
"('characterization', 'comparative')",0.056338028169014086,0.10666666666666667
"('characterization', 'componentOf')",0.0,0.0
"('characterization', 'creation')",0.1891891891891892,0.3181818181818182
"('characterization', 'derivation')",0.30120481927710846,0.46296296296296297
"('characterization', 'externalDependence')",0.0,0.0
"('characterization', 'formal')",0.19230769230769232,0.3225806451612903
"('characterization', 'historicalDependence')",0.0,0.0
"('characterization', 'instantiation')",0.22535211267605634,0.367816091954023
"('characterization', 'manifestation')",0.17142857142857143,0.2926829268292683
"('characterization', 'material')",0.41379310344827586,0.5853658536585366
"('characterization', 'mediation')",0.6153846153846154,0.7619047619047619
"('characterization', 'memberOf')",0.0,0.0
"('characterization', 'participation')",0.33783783783783783,0.5050505050505051
"('characterization', 'participational')",0.04285714285714286,0.0821917808219178
"('characterization', 'subCollectionOf')",0.0,0.0
"('characterization', 'subQuantityOf')",0.0,0.0
"('characterization', 'termination')",0.028169014084507043,0.0547945205479452
"('characterization', 'triggers')",0.14492753623188406,0.25316455696202533
"('characterization', 'none')",0.5304347826086957,0.6931818181818182
"('characterization', 'other')",0.6363636363636364,0.7777777777777778
"('comparative', 'componentOf')",0.0,0.0
"('comparative', 'creation')",0.13636363636363635,0.24
"('comparative', 'derivation')",0.07142857142857142,0.13333333333333333
"('comparative', 'externalDependence')",0.0,0.0
"('comparative', 'formal')",0.0,0.0
"('comparative', 'historicalDependence')",0.0,0.0
"('comparative', 'instantiation')",0.0,0.0
"('comparative', 'manifestation')",0.05555555555555555,0.10526315789473684
"('comparative', 'material')",0.1111111111111111,0.2
"('comparative', 'mediation')",0.07692307692307693,0.14285714285714285
"('comparative', 'memberOf')",0.0,0.0
"('comparative', 'participation')",0.125,0.2222222222222222
"('comparative', 'participational')",0.0,0.0
"('comparative', 'subCollectionOf')",0.0,0.0
"('comparative', 'subQuantityOf')",0.0,0.0
"('comparative', 'termination')",0.25,0.4
"('comparative', 'triggers')",0.06666666666666667,0.125
"('comparative', 'none')",0.046296296296296294,0.08849557522123894
"('comparative', 'other')",0.08,0.14814814814814814
"('componentOf', 'creation')",0.0,0.0
"('componentOf', 'derivation')",0.0,0.0
"('componentOf', 'externalDependence')",0.0,0.0
"('componentOf', 'formal')",0.0,0.0
"('componentOf', 'historicalDependence')",0.0,0.0
"('componentOf', 'instantiation')",0.0,0.0
"('componentOf', 'manifestation')",0.0,0.0
"('componentOf', 'material')",0.0,0.0
"('componentOf', 'mediation')",0.0,0.0
"('componentOf', 'memberOf')",0.0,0.0
"('componentOf', 'participation')",0.0,0.0
"('componentOf', 'participational')",0.0,0.0
"('componentOf', 'subCollectionOf')",0.0,0.0
"('componentOf', 'subQuantityOf')",0.0,0.0
"('componentOf', 'termination')",0.0,0.0
"('componentOf', 'triggers')",0.0,0.0
"('componentOf', 'none')",0.0,0.0
"('componentOf', 'other')",0.0,0.0
"('creation', 'derivation')",0.13725490196078433,0.2413793103448276
"('creation', 'externalDependence')",0.0,0.0
"('creation', 'formal')",0.04878048780487805,0.09302325581395349
"('creation', 'historicalDependence')",0.0,0.0
"('creation', 'instantiation')",0.32142857142857145,0.4864864864864865
"('creation', 'manifestation')",0.28,0.4375
"('creation', 'material')",0.12307692307692308,0.2191780821917808
"('creation', 'mediation')",0.18292682926829268,0.30927835051546393
"('creation', 'memberOf')",0.0,0.0
"('creation', 'participation')",0.5806451612903226,0.7346938775510204
"('creation', 'participational')",0.15,0.2608695652173913
"('creation', 'subCollectionOf')",0.0,0.0
"('creation', 'subQuantityOf')",0.0,0.0
"('creation', 'termination')",0.21052631578947367,0.34782608695652173
"('creation', 'triggers')",0.07407407407407407,0.13793103448275862
"('creation', 'none')",0.17757009345794392,0.30158730158730157
"('creation', 'other')",0.20512820512820512,0.3404255319148936
"('derivation', 'externalDependence')",0.0,0.0
"('derivation', 'formal')",0.23529411764705882,0.38095238095238093
"('derivation', 'historicalDependence')",0.0,0.0
"('derivation', 'instantiation')",0.05555555555555555,0.10526315789473684
"('derivation', 'manifestation')",0.0196078431372549,0.038461538461538464
"('derivation', 'material')",0.5245901639344263,0.6881720430107527
"('derivation', 'mediation')",0.4625,0.6324786324786325
"('derivation', 'memberOf')",0.0,0.0
"('derivation', 'participation')",0.15,0.2608695652173913
"('derivation', 'participational')",0.0,0.0
"('derivation', 'subCollectionOf')",0.0,0.0
"('derivation', 'subQuantityOf')",0.0,0.0
"('derivation', 'termination')",0.04878048780487805,0.09302325581395349
"('derivation', 'triggers')",0.11363636363636363,0.20408163265306123
"('derivation', 'none')",0.3153153153153153,0.4794520547945205
"('derivation', 'other')",0.3411764705882353,0.5087719298245614
"('externalDependence', 'formal')",0.0,0.0
"('externalDependence', 'historicalDependence')",0.0,0.0
"('externalDependence', 'instantiation')",0.0,0.0
"('externalDependence', 'manifestation')",0.0,0.0
"('externalDependence', 'material')",0.0,0.0
"('externalDependence', 'mediation')",0.0,0.0
"('externalDependence', 'memberOf')",0.0,0.0
"('externalDependence', 'participation')",0.0,0.0
"('externalDependence', 'participational')",0.0,0.0
"('externalDependence', 'subCollectionOf')",0.0,0.0
"('externalDependence', 'subQuantityOf')",0.0,0.0
"('externalDependence', 'termination')",0.0,0.0
"('externalDependence', 'triggers')",0.0,0.0
"('externalDependence', 'none')",0.0,0.0
"('externalDependence', 'other')",0.0,0.0
"('formal', 'historicalDependence')",0.0,0.0
"('formal', 'instantiation')",0.13513513513513514,0.23809523809523808
"('formal', 'manifestation')",0.15625,0.2702702702702703
"('formal', 'material')",0.23809523809523808,0.38461538461538464
"('formal', 'mediation')",0.2289156626506024,0.37254901960784315
"('formal', 'memberOf')",0.0,0.0
"('formal', 'participation')",0.10204081632653061,0.18518518518518517
"('formal', 'participational')",0.0,0.0
"('formal', 'subCollectionOf')",0.0,0.0
"('formal', 'subQuantityOf')",0.0,0.0
"('formal', 'termination')",0.0,0.0
"('formal', 'triggers')",0.0625,0.11764705882352941
"('formal', 'none')",0.16964285714285715,0.2900763358778626
"('formal', 'other')",0.2222222222222222,0.36363636363636365
"('historicalDependence', 'instantiation')",0.0,0.0
"('historicalDependence', 'manifestation')",0.0,0.0
"('historicalDependence', 'material')",0.0,0.0
"('historicalDependence', 'mediation')",0.0,0.0
"('historicalDependence', 'memberOf')",0.0,0.0
"('historicalDependence', 'participation')",0.0,0.0
"('historicalDependence', 'participational')",0.0,0.0
"('historicalDependence', 'subCollectionOf')",0.0,0.0
"('historicalDependence', 'subQuantityOf')",0.0,0.0
"('historicalDependence', 'termination')",0.0,0.0
"('historicalDependence', 'triggers')",0.0,0.0
"('historicalDependence', 'none')",0.0,0.0
"('historicalDependence', 'other')",0.0,0.0
"('instantiation', 'manifestation')",0.631578947368421,0.7741935483870968
"('instantiation', 'material')",0.07462686567164178,0.1388888888888889
"('instantiation', 'mediation')",0.14285714285714285,0.25
"('instantiation', 'memberOf')",0.0,0.0
"('instantiation', 'participation')",0.37142857142857144,0.5416666666666666
"('instantiation', 'participational')",0.1,0.18181818181818182
"('instantiation', 'subCollectionOf')",0.0,0.0
"('instantiation', 'subQuantityOf')",0.0,0.0
"('instantiation', 'termination')",0.1,0.18181818181818182
"('instantiation', 'triggers')",0.16666666666666666,0.2857142857142857
"('instantiation', 'none')",0.1574074074074074,0.272
"('instantiation', 'other')",0.24,0.3870967741935484
"('manifestation', 'material')",0.046875,0.08955223880597014
"('manifestation', 'mediation')",0.0963855421686747,0.17582417582417584
"('manifestation', 'memberOf')",0.0,0.0
"('manifestation', 'participation')",0.34375,0.5116279069767442
"('manifestation', 'participational')",0.0,0.0
"('manifestation', 'subCollectionOf')",0.0,0.0
"('manifestation', 'subQuantityOf')",0.0,0.0
"('manifestation', 'termination')",0.0625,0.11764705882352941
"('manifestation', 'triggers')",0.21052631578947367,0.34782608695652173
"('manifestation', 'none')",0.1111111111111111,0.2
"('manifestation', 'other')",0.17333333333333334,0.29545454545454547
"('material', 'mediation')",0.5172413793103449,0.6818181818181818
"('material', 'memberOf')",0.0,0.0
"('material', 'participation')",0.16666666666666666,0.2857142857142857
"('material', 'participational')",0.017543859649122806,0.034482758620689655
"('material', 'subCollectionOf')",0.0,0.0
"('material', 'subQuantityOf')",0.0,0.0
"('material', 'termination')",0.03571428571428571,0.06896551724137931
"('material', 'triggers')",0.0847457627118644,0.15625
"('material', 'none')",0.3879310344827586,0.5590062111801242
"('material', 'other')",0.449438202247191,0.6201550387596899
"('mediation', 'memberOf')",0.0,0.0
"('mediation', 'participation')",0.2558139534883721,0.4074074074074074
"('mediation', 'participational')",0.0379746835443038,0.07317073170731707
"('mediation', 'subCollectionOf')",0.0,0.0
"('mediation', 'subQuantityOf')",0.0,0.0
"('mediation', 'termination')",0.0379746835443038,0.07317073170731707
"('mediation', 'triggers')",0.07317073170731707,0.13636363636363635
"('mediation', 'none')",0.5546218487394958,0.7135135135135136
"('mediation', 'other')",0.53,0.6928104575163399
"('memberOf', 'participation')",0.0,0.0
"('memberOf', 'participational')",0.0,0.0
"('memberOf', 'subCollectionOf')",0.0,0.0
"('memberOf', 'subQuantityOf')",0.0,0.0
"('memberOf', 'termination')",0.0,0.0
"('memberOf', 'triggers')",0.0,0.0
"('memberOf', 'none')",0.0,0.0
"('memberOf', 'other')",0.0,0.0
"('participation', 'participational')",0.13333333333333333,0.23529411764705882
"('participation', 'subCollectionOf')",0.0,0.0
"('participation', 'subQuantityOf')",0.0,0.0
"('participation', 'termination')",0.13333333333333333,0.23529411764705882
"('participation', 'triggers')",0.25,0.4
"('participation', 'none')",0.25688073394495414,0.40875912408759124
"('participation', 'other')",0.34615384615384615,0.5142857142857142
"('participational', 'subCollectionOf')",0.0,0.0
"('participational', 'subQuantityOf')",0.0,0.0
"('participational', 'termination')",0.14285714285714285,0.25
"('participational', 'triggers')",0.07692307692307693,0.14285714285714285
"('participational', 'none')",0.037383177570093455,0.07207207207207207
"('participational', 'other')",0.039473684210526314,0.0759493670886076
"('subCollectionOf', 'subQuantityOf')",0.0,0.0
"('subCollectionOf', 'termination')",0.0,0.0
"('subCollectionOf', 'triggers')",0.0,0.0
"('subCollectionOf', 'none')",0.0,0.0
"('subCollectionOf', 'other')",0.0,0.0
"('subQuantityOf', 'termination')",0.0,0.0
"('subQuantityOf', 'triggers')",0.0,0.0
"('subQuantityOf', 'none')",0.0,0.0
"('subQuantityOf', 'other')",0.0,0.0
"('termination', 'triggers')",0.07692307692307693,0.14285714285714285
"('termination', 'none')",0.037383177570093455,0.07207207207207207
"('termination', 'other')",0.05333333333333334,0.10126582278481013
"('triggers', 'none')",0.09345794392523364,0.17094017094017094
"('triggers', 'other')",0.11842105263157894,0.21176470588235294
"('none', 'other')",0.5294117647058824,0.6923076923076923
