year,bringsAbout,characterization,comparative,componentOf,creation,derivation,externalDependence,formal,historicalDependence,instantiation,manifestation,material,mediation,memberOf,participation,participational,subCollectionOf,subQuantityOf,termination,triggers,none,other
2005,0.0,0.125,0.0,0.125,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0
2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2011,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
2013,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0
2014,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
2015,0.0,0.10909090909090909,0.0,0.10909090909090909,0.0,0.07272727272727272,0.01818181818181818,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091,0.12727272727272726,0.09090909090909091,0.0,0.0,0.03636363636363636,0.03636363636363636,0.0,0.0,0.12727272727272726,0.09090909090909091
2016,0.0,0.15789473684210525,0.05263157894736842,0.05263157894736842,0.0,0.0,0.05263157894736842,0.10526315789473684,0.0,0.0,0.0,0.05263157894736842,0.15789473684210525,0.10526315789473684,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.15789473684210525,0.05263157894736842
2017,0.0,0.05,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1
2018,0.02702702702702703,0.10810810810810811,0.0,0.08108108108108109,0.0,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.08108108108108109,0.16216216216216217,0.05405405405405406,0.02702702702702703,0.0,0.0,0.0,0.0,0.02702702702702703,0.24324324324324326,0.02702702702702703
2019,0.0,0.10810810810810811,0.0,0.05405405405405406,0.0,0.08108108108108109,0.0,0.10810810810810811,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.08108108108108109,0.16216216216216217,0.08108108108108109,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.1891891891891892,0.02702702702702703
2020,0.0,0.1016949152542373,0.0,0.06779661016949153,0.03389830508474576,0.0847457627118644,0.03389830508474576,0.05084745762711865,0.0,0.03389830508474576,0.01694915254237288,0.06779661016949153,0.11864406779661017,0.0,0.05084745762711865,0.0,0.0,0.0,0.0,0.03389830508474576,0.2542372881355932,0.05084745762711865
2021,0.037037037037037035,0.12962962962962962,0.009259259259259259,0.07407407407407407,0.027777777777777776,0.046296296296296294,0.05555555555555555,0.027777777777777776,0.027777777777777776,0.037037037037037035,0.037037037037037035,0.08333333333333333,0.1111111111111111,0.037037037037037035,0.06481481481481481,0.009259259259259259,0.0,0.009259259259259259,0.0,0.018518518518518517,0.14814814814814814,0.009259259259259259
2022,0.018018018018018018,0.10810810810810811,0.0,0.04504504504504504,0.05405405405405406,0.05405405405405406,0.06306306306306306,0.009009009009009009,0.07207207207207207,0.05405405405405406,0.018018018018018018,0.07207207207207207,0.11711711711711711,0.036036036036036036,0.06306306306306306,0.018018018018018018,0.018018018018018018,0.009009009009009009,0.009009009009009009,0.018018018018018018,0.13513513513513514,0.009009009009009009
2023,0.03225806451612903,0.11827956989247312,0.021505376344086023,0.07526881720430108,0.053763440860215055,0.08602150537634409,0.03225806451612903,0.0,0.0,0.021505376344086023,0.010752688172043012,0.07526881720430108,0.13978494623655913,0.07526881720430108,0.053763440860215055,0.0,0.0,0.0,0.021505376344086023,0.021505376344086023,0.15053763440860216,0.010752688172043012
2024,0.028169014084507043,0.1267605633802817,0.028169014084507043,0.04225352112676056,0.056338028169014086,0.028169014084507043,0.04225352112676056,0.014084507042253521,0.056338028169014086,0.028169014084507043,0.056338028169014086,0.07042253521126761,0.11267605633802817,0.028169014084507043,0.08450704225352113,0.014084507042253521,0.0,0.0,0.028169014084507043,0.014084507042253521,0.14084507042253522,0.0
