stereotype,total_correlation,rank
category,4.031260073986177,8
datatype,1.8411187897797032,21
event,4.1661693330889396,6
kind,4.505673349690842,5
mode,3.24182556285054,17
phase,2.858175464947438,19
quality,3.4523510656921967,14
relator,3.920892827193252,9
role,3.7160109486275,12
roleMixin,3.422702124989681,15
situation,3.8225505480336706,11
subkind,3.4081744932244504,16
type,5.360155270716513,1
characterization,4.55181474527189,4
componentOf,3.563098947550942,13
derivation,2.672546932541416,20
externalDependence,4.152735876050627,7
instantiation,5.158818090353038,2
material,3.154320910442178,18
mediation,3.9204457995785207,10
participation,4.690260901504331,3
