Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
abstract,0.00018321729571271528,0.009615384615384616,0.009617130022996644,39,Q3
category,0.05166727739098571,0.6730769230769231,0.6750570730921167,4,Q1
collective,0.008977647489923048,0.2403846153846154,0.24055220112911624,16,Q2
datatype,0.013008427995602785,0.20192307692307693,0.20234166202984405,18,Q1
enumeration,0.008794430194210334,0.0673076923076923,0.06787980145984386,32,Q3
event,0.05643092707951631,0.4326923076923077,0.4363566003478673,8,Q1
historicalRole,0.004213997801392451,0.038461538461538464,0.03869170089694356,33,Q3
historicalRoleMixin,0.0016489556614144375,0.028846153846153848,0.028893245689767828,35,Q3
kind,0.11780872114327592,0.8076923076923077,0.816238787783783,1,Q1
mixin,0.003664345914254306,0.15384615384615385,0.15388978680937132,23,Q3
mode,0.032795895932576036,0.4326923076923077,0.4339334095527965,9,Q1
phase,0.03187980945401246,0.3076923076923077,0.3093394227444053,13,Q1
phaseMixin,0.003664345914254306,0.07692307692307693,0.07701030576677982,30,Q3
quality,0.026383290582631,0.34615384615384615,0.3471578361913614,12,Q1
quantity,0.0029314767314034445,0.07692307692307693,0.07697891476982753,31,Q3
relator,0.05551484060095273,0.7403846153846154,0.7424629797001155,2,Q1
role,0.07328691828508611,0.6634615384615384,0.6674969553559599,5,Q1
roleMixin,0.04232319530963723,0.41346153846153844,0.4156220598671345,10,Q1
situation,0.013008427995602785,0.18269230769230768,0.18315484839025584,21,Q4
subkind,0.11927445950897765,0.7019230769230769,0.7119848331308177,3,Q1
type,0.013008427995602785,0.18269230769230768,0.18315484839025584,21,Q4
bringsAbout,0.004763649688530597,0.10576923076923077,0.10587644939206184,28,Q3
characterization,0.056064492488090874,0.5288461538461539,0.5318096292432255,7,Q1
comparative,0.0023818248442652986,0.038461538461538464,0.03853521805332315,34,Q3
componentOf,0.028948332722609015,0.3076923076923077,0.30905106726953174,14,Q1
creation,0.00622938805423232,0.1346153846153846,0.1347594414157247,26,Q3
derivation,0.014290949065591791,0.28846153846153844,0.2888153223026662,15,Q1
externalDependence,0.013008427995602785,0.19230769230769232,0.19274716008187215,19,Q1
historicalDependence,0.006412605349945035,0.1346153846153846,0.1347680350918647,25,Q3
instantiation,0.011542689629901062,0.14423076923076922,0.14469190881591004,24,Q3
manifestation,0.00622938805423232,0.11538461538461539,0.11555264922530264,27,Q3
material,0.05020153902528399,0.3942307692307692,0.39741425984580764,11,Q1
mediation,0.08482960791498717,0.6153846153846154,0.62120390149377,6,Q1
memberOf,0.008427995602784902,0.19230769230769232,0.19249228460016424,20,Q2
participation,0.021253206302674972,0.23076923076923078,0.2317458449421835,17,Q1
participational,0.00036643459142543056,0.019230769230769232,0.01923426004599329,38,Q3
subCollectionOf,0.001282521069989007,0.019230769230769232,0.019273488150878825,36,Q3
subQuantityOf,0.0,0.0,0.0,40,Q3
termination,0.0005496518871381459,0.019230769230769232,0.01923862267430117,37,Q3
triggers,0.002748259435690729,0.08653846153846154,0.08658208969163109,29,Q3
