Stereotype,Group-wise Frequency,Group-wise Rank,Cumulative Group-wise Frequency,Group-wise Cumulative Percentage
kind,84,1,84,7.806691449814126
relator,77,2,161,14.96282527881041
subkind,73,3,234,21.74721189591078
category,70,4,304,28.25278810408922
role,69,5,373,34.66542750929368
mediation,64,6,437,40.613382899628256
characterization,55,7,492,45.72490706319702
event,45,8,537,49.90706319702603
mode,45,9,582,54.08921933085502
roleMixin,43,10,625,58.08550185873605
material,41,11,666,61.89591078066915
quality,36,12,702,65.24163568773234
phase,32,13,734,68.21561338289963
componentOf,32,14,766,71.18959107806691
derivation,30,15,796,73.97769516728626
collective,25,16,821,76.30111524163569
participation,24,17,845,78.53159851301115
datatype,21,18,866,80.48327137546468
memberOf,20,19,886,82.34200743494424
externalDependence,20,20,906,84.20074349442379
situation,19,21,925,85.96654275092936
type,19,22,944,87.73234200743495
mixin,16,23,960,89.21933085501858
instantiation,15,24,975,90.61338289962825
creation,14,25,989,91.91449814126395
historicalDependence,14,26,1003,93.21561338289963
manifestation,12,27,1015,94.33085501858736
bringsAbout,11,28,1026,95.35315985130111
triggers,9,29,1035,96.18959107806691
phaseMixin,8,30,1043,96.93308550185874
quantity,8,31,1051,97.67657992565056
enumeration,7,32,1058,98.3271375464684
historicalRole,4,33,1062,98.69888475836431
comparative,4,34,1066,99.07063197026022
historicalRoleMixin,3,35,1069,99.34944237918215
participational,2,36,1071,99.53531598513011
termination,2,37,1073,99.72118959107806
subCollectionOf,2,38,1075,99.90706319702602
abstract,1,39,1076,100.0
subQuantityOf,0,40,1076,100.0
