Percentage,Top k Stereotypes (Occurrence-wise),Coverage (Occurrence-wise),Top k Stereotypes (Group-wise),Coverage (Group-wise)
10.0,2,0.3627450980392157,2,0.2523461939520334
20.0,4,0.6084198385236448,4,0.4754953076120959
30.0,6,0.7297193387158785,6,0.62148070907195
40.0,8,0.8308342945021145,8,0.7309697601668405
50.0,10,0.9004229142637448,10,0.8310740354535975
60.0,12,0.9432910419069589,12,0.9030239833159541
70.0,14,0.9717416378316033,14,0.9447340980187695
80.0,16,0.9863514033064206,16,0.9739311783107404
90.0,18,0.9946174548250672,18,0.9906152241918665
100.0,21,1.0,21,1.0
