Stereotype,Frequency,Rank,Cumulative Frequency,Cumulative Percentage
none,1054,1,1054,40.18299656881433
mediation,377,2,1431,54.55585207777354
characterization,260,3,1691,64.46816622188334
material,225,4,1916,73.04613038505529
other,123,5,2039,77.7354174609226
componentOf,117,6,2156,82.19595882577202
participation,101,7,2257,86.04651162790698
externalDependence,63,8,2320,88.44834159359513
instantiation,61,9,2381,90.77392298894395
derivation,57,10,2438,92.94700724361418
memberOf,36,11,2474,94.3194815097217
creation,34,12,2508,95.6157072054899
manifestation,31,13,2539,96.79756004574914
historicalDependence,30,14,2569,97.94128860083873
bringsAbout,23,15,2592,98.81814715974076
comparative,13,16,2605,99.31376286694625
triggers,13,17,2618,99.80937857415174
termination,3,18,2621,99.92375142966068
participational,2,19,2623,100.0
subQuantityOf,0,20,2623,100.0
subCollectionOf,0,21,2623,100.0
