Stereotype,Total,Mean,Median,Mode,Standard Deviation,Variance,Skewness,Kurtosis,Q1,Q3,IQR,Min,Max,Range,Min Non-Zero,Range Non-Zero
bringsAbout,23,0.3194444444444444,0.0,0,0.8692944992622318,0.7556729264475743,2.761872008856232,6.836692386476893,0.0,0.0,0.0,0,4,4,1.0,3.0
characterization,260,3.611111111111111,2.0,0,4.610323857603443,21.255086071987485,1.630764856520111,2.6161704827799053,0.0,5.25,5.25,0,21,21,1.0,20.0
comparative,13,0.18055555555555555,0.0,0,1.011572320820608,1.023278560250391,7.014810563860381,52.53062130545309,0.0,0.0,0.0,0,8,8,1.0,7.0
componentOf,117,1.625,0.0,0,3.7206598687806616,13.84330985915493,3.779230355589259,18.49953280940343,0.0,1.25,1.25,0,24,24,1.0,23.0
creation,34,0.4722222222222222,0.0,0,1.150287437712145,1.3231611893583721,2.8110262782235913,8.309836876296629,0.0,0.0,0.0,0,6,6,1.0,5.0
derivation,57,0.7916666666666666,0.0,0,1.807164926182039,3.265845070422535,3.5605927640704875,15.10066325337031,0.0,1.0,1.0,0,11,11,1.0,10.0
externalDependence,63,0.875,0.0,0,2.0482730616817837,4.195422535211268,3.015677916276979,9.95252956430722,0.0,0.25,0.25,0,11,11,1.0,10.0
historicalDependence,30,0.4166666666666667,0.0,0,1.1597717113877244,1.345070422535211,3.7463850351168593,16.133025393461857,0.0,0.0,0.0,0,7,7,1.0,6.0
instantiation,61,0.8472222222222222,0.0,0,2.153671756426405,4.638302034428797,2.839837366378738,7.6616555958712125,0.0,0.0,0.0,0,10,10,1.0,9.0
manifestation,31,0.4305555555555556,0.0,0,1.4124834675725886,1.995109546165884,5.018831932039372,30.343554607941154,0.0,0.0,0.0,0,10,10,1.0,9.0
material,225,3.125,0.0,0,7.724002282988116,59.66021126760563,4.362478186890535,22.78670500449587,0.0,2.25,2.25,0,51,51,1.0,50.0
mediation,377,5.236111111111111,2.0,0,6.16325562302947,37.98571987480438,1.2839766273982902,1.037657564511087,0.0,8.25,8.25,0,26,26,1.0,25.0
memberOf,36,0.5,0.0,0,1.3840133517226194,1.9154929577464788,3.6230038590629623,13.759587972017453,0.0,0.0,0.0,0,7,7,1.0,6.0
participation,101,1.4027777777777777,0.0,0,2.866315897308109,8.21576682316119,2.4567010465012165,6.141312959146023,0.0,1.0,1.0,0,14,14,1.0,13.0
participational,2,0.027777777777777776,0.0,0,0.16548879560577054,0.027386541471048496,5.870056446254654,33.3844897959184,0.0,0.0,0.0,0,1,1,1.0,0.0
subCollectionOf,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
subQuantityOf,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
termination,3,0.041666666666666664,0.0,0,0.2620342951428036,0.0686619718309859,6.751905388058359,47.42669296515452,0.0,0.0,0.0,0,2,2,1.0,1.0
triggers,13,0.18055555555555555,0.0,0,0.5648479513441783,0.3190532081377152,3.4008133510329883,11.61500574285747,0.0,0.0,0.0,0,3,3,1.0,2.0
none,1054,14.63888888888889,9.5,0,15.056986170906207,226.71283255086075,1.3563124111371,1.553510135724049,3.0,22.0,19.0,0,67,67,1.0,66.0
other,123,1.7083333333333333,0.0,0,5.537166357226919,30.66021126760563,5.268035942005591,33.060039952748255,0.0,0.0,0.0,0,40,40,1.0,39.0
